costOfRevenue,currency,ebit,filingType,fiscalDate,fiscalQuarter,fiscalYear,grossProfit,incomeTax,interestIncome,minorityInterest,netIncome,netIncomeBasic,operatingExpense,operatingIncome,otherIncomeExpenseNet,pretaxIncome,reportDate,researchAndDevelopment,sellingGeneralAndAdmin,symbol,totalRevenue
1060052000,USD,177992000,10-K,2015-12-31,4,2015,536169000,69310000,-2387000,651000,114449000,114449000,1418229000,177992000,0,184410000,2016-02-25,0,38208000,EXPD,1596221000
1081351000,USD,191893000,10-Q,2015-09-30,3,2015,569981000,72738000,-2666000,426000,118310000,118310000,1459439000,191893000,0,191474000,2015-11-05,0,36117000,EXPD,1651332000
1139412000,USD,182716000,10-Q,2015-06-30,2,2015,552141000,70827000,-2636000,569000,117760000,117760000,1508837000,182716000,0,189156000,2015-08-06,0,35500000,EXPD,1691553000
1148040000,USD,168883000,10-Q,2015-03-31,1,2015,529486000,64317000,-2732000,628000,106704000,106704000,1508643000,168883000,0,171649000,2015-05-07,0,34635000,EXPD,1677526000
1249959000,USD,157871000,10-K,2014-12-31,4,2014,518871000,59873000,-2519000,1359000,99381000,99381000,1610959000,157871000,0,160613000,2015-02-26,0,37272000,EXPD,1768830000
1191849000,USD,159131000,10-Q,2014-09-30,3,2014,513256000,61463000,-2793000,416000,102381000,102381000,1545974000,159131000,0,164260000,2014-11-06,0,35636000,EXPD,1705105000
1114427000,USD,142443000,10-Q,2014-06-30,2,2014,484714000,56669000,-2764000,426000,91302000,91302000,1456698000,142443000,0,148397000,2014-08-07,0,34692000,EXPD,1599141000
1027059000,USD,135203000,10-Q,2014-03-31,1,2014,464586000,53424000,-2697000,371000,83824000,83824000,1356442000,135203000,0,137619000,2014-05-08,0,33335000,EXPD,1491645000
1147787000,USD,133663000,10-K,2013-12-31,4,2013,486443000,53829000,-2530000,513000,83496000,83496000,1500567000,133663000,0,137838000,2014-02-27,0,42149000,EXPD,1634230000
1053064000,USD,146313000,10-Q,2013-09-30,3,2013,482025000,57763000,-2967000,329000,92400000,92400000,1388776000,146313000,0,150492000,2013-11-07,0,30157000,EXPD,1535089000
1031352000,USD,143579000,10-Q,2013-06-30,2,2013,469101000,58311000,-3070000,348000,92315000,92315000,1356874000,143579000,0,150974000,2013-08-08,0,30460000,EXPD,1500453000
965201000,USD,128518000,10-Q,2013-03-31,1,2013,445284000,52682000,-3243000,295000,80315000,80315000,1281967000,128518000,0,133292000,2013-05-03,0,28914000,EXPD,1410485000
1074219000,USD,128025000,10-K,2012-12-31,4,2012,458738000,49893000,-3295000,-709000,84208000,84208000,1404932000,128025000,0,133392000,2013-02-27,0,33525000,EXPD,1532957000
1066526000,USD,145099000,10-Q,2012-09-30,3,2012,465138000,60253000,-2649000,237000,88490000,88490000,1386565000,145099000,0,148980000,2012-11-07,0,29151000,EXPD,1531664000
1051301000,USD,132403000,10-Q,2012-06-30,2,2012,453651000,54892000,-2828000,66000,83955000,83955000,1372549000,132403000,0,138913000,2012-08-08,0,29713000,EXPD,1504952000
964799000,USD,125271000,10-Q,2012-03-31,1,2012,446571000,52386000,-2740000,15000,76707000,76707000,1286099000,125271000,0,129108000,2012-05-07,0,29839000,EXPD,1411370000
0,USD,274234000,10-Q,2023-03-31,1,2023,1321318000,50624000,0,0,223610000,223610000,1047084000,274234000,0,274234000,2023-05-09,0,0,GL,1321318000
0,USD,265524000,10-K,2022-12-31,4,2022,1399217000,46157000,0,0,211560000,211560000,1057145000,342072000,-76548000,257717000,2023-02-23,0,59729000,GL,1399217000
0,USD,229983000,10-Q,2022-09-30,3,2022,1291273000,43204000,0,0,186779000,186779000,1061290000,229983000,0,229983000,2022-11-08,0,0,GL,1291273000
0,USD,216996000,10-Q,2022-06-30,2,2022,1292608000,39992000,0,0,177004000,177004000,1075612000,216996000,0,216996000,2022-08-05,0,0,GL,1292608000
0,USD,201615000,10-Q,2022-03-31,1,2022,1308356000,37254000,0,0,164361000,164361000,1106741000,201615000,0,201615000,2022-05-06,0,0,GL,1308356000
0,USD,228131000,10-K,2021-12-31,4,2021,1238041000,39605000,0,0,177953000,177953000,1069229000,168812000,59319000,217558000,2022-02-24,0,50521000,GL,1238041000
0,USD,230795000,10-Q,2021-09-30,3,2021,1277838000,41924000,0,0,188871000,188871000,1047043000,230795000,0,230795000,2021-11-04,0,0,GL,1277838000
0,USD,245243000,10-Q,2021-06-30,2,2021,1271111000,45625000,0,0,199618000,199618000,1025868000,245243000,0,245243000,2021-08-05,0,0,GL,1271111000
0,USD,218794000,10-Q,2021-03-31,1,2021,1266560000,40277000,0,0,178517000,178517000,1047766000,218794000,0,218794000,2021-05-06,0,0,GL,1266560000
0,USD,254292000,10-K,2020-12-31,4,2020,1233312000,45744000,0,0,204240000,204240000,979020000,254292000,0,249984000,2021-02-25,0,48129000,GL,1233312000
0,USD,231538000,10-Q,2020-09-30,3,2020,1195042000,42593000,0,0,188945000,188945000,963504000,231538000,0,231538000,2020-11-05,0,0,GL,1195042000
0,USD,212241000,10-Q,2020-06-30,2,2020,1180884000,39193000,0,0,173048000,173048000,968643000,212241000,0,212241000,2020-08-06,0,0,GL,1180884000
0,USD,202921000,10-Q,2020-03-31,1,2020,1133054000,37381000,0,0,165540000,165540000,930133000,202921000,0,202921000,2020-05-07,0,0,GL,1133054000
0,USD,227088000,10-K,2019-12-31,4,2019,1136576000,40027000,0,0,187061000,187061000,909488000,227088000,0,227088000,2020-02-27,0,0,GL,1136576000
0,USD,247330000,10-Q,2019-09-30,3,2019,1141279000,45512000,0,0,201818000,201818000,893949000,247330000,0,247330000,2019-11-12,0,0,GL,1141279000
0,USD,228760000,10-Q,2019-06-30,2,2019,1130461000,42151000,0,0,186566000,186566000,901701000,228760000,0,228760000,2019-08-08,0,0,GL,1130461000
0,USD,228101000,10-Q,2019-03-31,1,2019,1119216000,42707000,0,0,185345000,185345000,891115000,228101000,0,228101000,2019-05-07,0,0,GL,1119216000
0,USD,203635000,10-K,2018-12-31,4,2018,1064737000,38929000,0,0,164717000,164717000,861102000,203635000,0,203635000,2019-03-01,0,0,GL,1064737000
0,USD,220330000,10-Q,2018-09-30,3,2018,1083802000,41630000,0,0,178724000,178724000,863472000,220330000,0,220330000,2018-11-07,0,0,GL,1083802000
0,USD,226864000,10-Q,2018-06-30,2,2018,1084776000,42471000,0,0,184425000,184425000,857912000,226864000,0,226864000,2018-08-08,0,0,GL,1084776000
0,USD,212842000,10-Q,2018-03-31,1,2018,1070436000,39131000,0,0,173600000,173600000,857594000,212842000,0,212842000,2018-05-07,0,0,GL,1070436000
0,USD,216371000,10-K,2017-12-31,4,2017,1056899000,-811005000,0,0,1027346000,1027346000,840528000,216371000,0,216371000,2018-02-27,0,0,GL,1056899000
0,USD,220610000,10-Q,2017-09-30,3,2017,1046015000,67264000,0,0,153334000,153334000,825405000,220610000,0,220610000,2017-11-07,0,0,GL,1046015000
0,USD,201926000,10-Q,2017-06-30,2,2017,1029078000,61563000,0,0,140273000,140273000,827152000,201926000,0,201926000,2017-08-08,0,0,GL,1029078000
0,USD,191741000,10-Q,2017-03-31,1,2017,1023581000,54563000,0,0,133541000,133541000,831840000,191741000,0,191741000,2017-05-08,0,0,GL,1023581000
0,USD,175982000,10-K,2016-12-31,4,2016,975345000,51170000,0,0,135448000,135448000,799363000,175982000,0,175982000,2017-02-27,0,0,GL,975345000
0,USD,201461000,10-Q,2016-09-30,3,2016,989773000,59551000,0,0,151869000,151869000,788312000,201461000,0,201461000,2016-11-04,0,0,GL,989773000
0,USD,199344000,10-Q,2016-06-30,2,2016,991884000,60050000,0,0,138429000,138429000,792540000,199344000,0,199344000,2016-08-05,0,0,GL,991884000
0,USD,195448000,10-Q,2016-03-31,1,2016,977627000,61874000,0,0,124033000,124033000,782179000,195448000,0,195448000,2016-05-06,0,0,GL,977627000
0,USD,180623000,10-K,2015-12-31,4,2015,711080000,58474000,0,0,132956000,132956000,530457000,180623000,0,180623000,2016-02-26,0,0,GL,711080000
0,USD,216744000,10-Q,2015-09-30,3,2015,998759000,71358000,0,0,145386000,145386000,782015000,216744000,0,216744000,2015-11-06,0,0,GL,998759000
0,USD,188388000,10-Q,2015-06-30,2,2015,1033694000,61278000,0,0,127110000,127110000,845306000,188388000,0,188388000,2015-08-07,0,0,GL,1033694000
0,USD,180432000,10-Q,2015-03-31,1,2015,1022532000,58784000,0,0,121648000,121648000,842100000,180432000,0,180432000,2015-05-08,0,0,GL,1022532000
0,USD,211659000,10-K,2014-12-31,4,2014,996192000,64911000,0,0,146748000,146748000,784533000,211659000,0,211659000,2015-02-27,0,0,GL,996192000
0,USD,189564000,10-Q,2014-09-30,3,2014,967001000,57152000,0,0,132412000,132412000,777437000,189564000,0,189564000,2014-11-07,0,0,GL,967001000
0,USD,186758000,10-Q,2014-06-30,2,2014,983983000,55835000,0,0,130923000,130923000,797225000,186758000,0,186758000,2014-08-08,0,0,GL,983983000
0,USD,190487000,10-Q,2014-03-31,1,2014,1017120000,57631000,0,0,132856000,132856000,826633000,190487000,0,190487000,2014-05-09,0,0,GL,1017120000
0,USD,206429000,10-K,2013-12-31,4,2013,930594000,63612000,0,0,142817000,142817000,724165000,206429000,0,206429000,2014-02-28,0,0,GL,930594000
0,USD,190850000,10-Q,2013-09-30,3,2013,932789000,58728000,0,0,132122000,132122000,741939000,190850000,0,190850000,2013-11-08,0,0,GL,932789000
0,USD,192784000,10-Q,2013-06-30,2,2013,950339000,58883000,0,0,133901000,133901000,757555000,192784000,0,192784000,2013-08-08,0,0,GL,950339000
0,USD,173063000,10-Q,2013-03-31,1,2013,958216000,53431000,0,0,119632000,119632000,785153000,173063000,0,173063000,2013-05-09,0,0,GL,958216000
0,USD,220587000,10-K,2012-12-31,4,2012,928698000,69600000,0,0,150987000,150987000,708111000,220587000,0,220587000,2013-02-28,0,0,GL,928698000
0,USD,188791000,10-Q,2012-09-30,3,2012,877100000,58119000,0,0,130672000,130672000,688309000,188791000,0,188791000,2012-11-08,0,0,GL,877100000
0,USD,186380000,10-Q,2012-06-30,2,2012,885795000,57392000,0,0,128988000,128988000,699415000,186380000,0,186380000,2012-08-08,0,0,GL,885795000
0,USD,170235000,10-Q,2012-03-31,1,2012,897923000,51558000,0,0,118677000,118677000,727688000,170235000,0,170235000,2012-05-09,0,0,GL,897923000
0,USD,914118000,10-K,2022-12-31,0,2022,5291454000,166607000,0,0,739704000,739704000,4300788000,990666000,-76548000,906311000,2023-02-23,0,59729000,GL,5291454000
0,USD,922963000,10-K,2021-12-31,0,2021,5053550000,167431000,0,0,744959000,744959000,4189906000,863644000,59319000,912390000,2022-02-24,0,50521000,GL,5053550000
0,USD,900992000,10-K,2020-12-31,0,2020,4742292000,164911000,0,0,731773000,731773000,3841300000,900992000,0,896684000,2021-02-25,0,48129000,GL,4742292000
0,USD,931279000,10-K,2019-12-31,0,2019,4527532000,170397000,0,0,760790000,760790000,3596253000,931279000,0,931279000,2020-02-27,0,0,GL,4527532000
0,USD,863671000,10-K,2018-12-31,0,2018,4303751000,162161000,0,0,701466000,701466000,3440080000,863671000,0,863671000,2019-03-01,0,0,GL,4303751000
0,USD,830648000,10-K,2017-12-31,0,2017,4155573000,-627615000,0,0,1454494000,1454494000,3324925000,830648000,0,830648000,2018-02-27,0,0,GL,4155573000
0,USD,772235000,10-K,2016-12-31,0,2016,3934629000,232645000,0,0,549779000,549779000,3162394000,772235000,0,772235000,2017-02-27,0,0,GL,3934629000
0,USD,766187000,10-K,2015-12-31,0,2015,3766065000,249894000,0,0,527100000,527100000,2999878000,766187000,0,766187000,2016-02-26,0,0,GL,3766065000
0,USD,778468000,10-K,2014-12-31,0,2014,3964296000,235529000,0,0,542939000,542939000,3185828000,778468000,0,778468000,2015-02-27,0,0,GL,3964296000
0,USD,763126000,10-K,2013-12-31,0,2013,3771938000,234654000,0,0,528472000,528472000,3008812000,763126000,0,763126000,2014-02-28,0,0,GL,3771938000
0,USD,765993000,10-K,2012-12-31,0,2012,3589516000,236669000,0,0,529324000,529324000,2823523000,765993000,0,765993000,2013-02-28,0,0,GL,3589516000
0,USD,755666000,10-K,2011-12-31,0,2011,3377401000,237326000,0,0,517885000,517885000,2621735000,755666000,0,755666000,2012-02-28,0,0,GL,3377401000
0,USD,778567000,10-K,2010-12-31,0,2010,3367632000,256274000,0,0,517064000,517064000,2589065000,778567000,0,778567000,2011-02-28,0,0,GL,3367632000
0,USD,605193000,10-K,2009-12-31,0,2009,3222397000,200240000,0,0,404953000,404953000,2617204000,605193000,0,605193000,2010-02-26,0,0,GL,3222397000
0,USD,661257000,10-K,2008-12-31,0,2008,3326918000,208998000,0,0,452259000,452259000,2665661000,661257000,0,661257000,2009-02-27,0,0,GL,3326918000
0,USD,796805000,10-K,2007-12-31,0,2007,3486697000,269270000,0,0,527535000,527535000,2689892000,796805000,0,796805000,2008-02-29,0,0,GL,3486697000
0,USD,773570000,10-K,2006-12-31,0,2006,3421178000,254939000,0,0,518631000,518631000,2647608000,773570000,0,773570000,2007-03-01,0,0,GL,3421178000
0,USD,731521000,10-K,2005-12-31,0,2005,3125910000,236131000,0,0,495390000,495390000,2394389000,731521000,0,731521000,2006-03-06,0,1661186000,GL,3125910000
0,USD,720800000,10-K,2004-12-31,0,2004,3071500000,245100000,0,0,468600000,468600000,2350700000,720800000,0,720800000,2005-03-15,0,1645700000,GL,3071500000
0,USD,658935000,10-K,2003-12-31,0,2003,2933912000,225009000,0,0,430141000,430141000,2274977000,658935000,0,658935000,2004-03-15,0,1590072000,GL,2933912000
0,USD,584320000,10K,2002-12-31,0,2002,2799771000,197037000,0,0,383433000,383433000,2215451000,584320000,0,584320000,2003-03-24,0,1524074000,GL,2799771000
0,USD,601429000,10K,2001-12-31,0,2001,2709474000,205967000,0,0,356513000,356513000,2108045000,601429000,0,601429000,2002-03-22,0,1756429000,GL,2709474000
0,USD,562958000,10K,2000-12-31,0,2000,2521216000,190841000,0,0,362035000,362035000,1958258000,562958000,0,562958000,2001-03-26,0,1614319000,GL,2521216000
0,USD,402408000,10K,1999-12-31,0,1999,2337866000,134320000,0,0,273956000,273956000,1935458000,402408000,0,402408000,2000-03-23,0,1484347000,GL,2337866000
0,USD,440125000,10K,1998-12-31,0,1998,2157876000,154338000,0,0,244441000,244441000,1710885000,446991000,0,440125000,1999-03-12,0,1381300000,GL,2157876000
0,USD,570000000,10-Q,2023-03-31,1,2023,1470000000,5000000,42000000,0,501000000,501000000,902000000,568000000,0,506000000,2023-04-26,0,386000000,MCO,1470000000
0,USD,391000000,10-K,2022-12-31,4,2022,1290000000,81000000,73000000,0,246000000,246000000,902000000,388000000,0,327000000,2023-02-15,0,403000000,MCO,1290000000
0,USD,424000000,10-Q,2022-09-30,3,2022,1275000000,78000000,54000000,0,303000000,303000000,861000000,414000000,0,381000000,2022-10-26,0,385000000,MCO,1275000000
0,USD,541000000,10-Q,2022-06-30,2,2022,1381000000,116000000,51000000,0,327000000,327000000,842000000,539000000,0,443000000,2022-07-27,0,368000000,MCO,1381000000
0,USD,658000000,10-Q,2022-03-31,1,2022,1522000000,111000000,53000000,0,498000000,498000000,866000000,656000000,0,609000000,2022-05-02,0,371000000,MCO,1522000000
0,USD,497000000,10-K,2021-12-31,4,2021,1539000000,89000000,62000000,0,427000000,427000000,1027000000,512000000,0,516000000,2022-02-22,0,465000000,MCO,1539000000
0,USD,682000000,10-Q,2021-09-30,3,2021,1526000000,145000000,53000000,0,474000000,474000000,850000000,676000000,0,619000000,2021-10-29,0,395000000,MCO,1526000000
0,USD,802000000,10-Q,2021-06-30,2,2021,1553000000,181000000,49000000,0,577000000,577000000,752000000,801000000,0,758000000,2021-07-30,0,327000000,MCO,1553000000
0,USD,863000000,10-Q,2021-03-31,1,2021,1600000000,126000000,7000000,0,736000000,736000000,745000000,855000000,0,862000000,2021-04-29,0,293000000,MCO,1600000000
0,USD,473000000,10-K,2020-12-31,4,2020,1290000000,86000000,52000000,0,314000000,314000000,816000000,474000000,0,400000000,2021-02-22,0,350000000,MCO,1290000000
0,USD,669000000,10-Q,2020-09-30,3,2020,1356000000,132000000,53000000,0,467000000,467000000,691000000,665000000,0,599000000,2020-10-30,0,271000000,MCO,1356000000
0,USD,711000000,10-Q,2020-06-30,2,2020,1435000000,157000000,60000000,0,509000000,509000000,727000000,708000000,0,666000000,2020-07-31,0,307000000,MCO,1435000000
0,USD,600000000,10-Q,2020-03-31,1,2020,1290000000,77000000,40000000,-1000000,488000000,488000000,690000000,600000000,0,564000000,2020-05-01,0,301000000,MCO,1290000000
0,USD,520400000,10-K,2019-12-31,4,2019,1232800000,91400000,59000000,1600000,359400000,359400000,724200000,508600000,0,452400000,2020-02-24,0,318900000,MCO,1232800000
0,USD,549800000,10-Q,2019-09-30,3,2019,1240500000,130400000,45900000,3000000,379400000,379400000,690700000,549800000,0,512800000,2019-11-01,0,291900000,MCO,1240500000
470700000,USD,254300000,10-Q,2023-03-31,1,2023,517500000,74800000,14400000,0,172600000,172600000,733900000,254300000,0,248200000,2023-05-05,0,13800000,CBOE,988200000
643900000,USD,252500000,10-K,2022-12-31,4,2022,360800000,76100000,16900000,0,159800000,159800000,752200000,252500000,0,235800000,2023-02-17,0,15000000,CBOE,1004700000
517900000,USD,239200000,10-Q,2022-09-30,3,2022,475600000,78800000,15300000,0,149600000,149600000,754300000,239200000,0,229000000,2022-11-04,0,12300000,CBOE,993500000
529500000,USD,237000000,10-Q,2022-06-30,2,2022,456300000,-72300000,13900000,0,-184500000,-184500000,748800000,237000000,0,-256800000,2022-07-29,0,12100000,CBOE,985800000
525500000,USD,241700000,10-Q,2022-03-31,1,2022,449000000,115300000,10300000,0,109200000,109200000,732800000,241700000,0,224900000,2022-04-29,0,9400000,CBOE,974500000
549100000,USD,224300000,10-K,2021-12-31,4,2021,317300000,44300000,10200000,0,165300000,165300000,642100000,224300000,0,210200000,2022-02-18,0,9600000,CBOE,866400000
422200000,USD,197400000,10-Q,2021-09-30,3,2021,394600000,53400000,11700000,0,120000000,120000000,619400000,197400000,0,173800000,2021-10-29,0,8100000,CBOE,816800000
426600000,USD,191800000,10-Q,2021-06-30,2,2021,374200000,73700000,11600000,0,105200000,105200000,609000000,191800000,0,179200000,2021-07-30,0,7300000,CBOE,800800000
620800000,USD,208000000,10-Q,2021-03-31,1,2021,390000000,55700000,11600000,0,136800000,136800000,802800000,208000000,0,192900000,2021-04-30,0,6900000,CBOE,1010800000
605000000,USD,163600000,10-K,2020-12-31,4,2020,239200000,35600000,13500000,0,87100000,87100000,680600000,163600000,0,122900000,2021-02-19,0,7300000,CBOE,844200000
479700000,USD,145500000,10-Q,2020-09-30,3,2020,313000000,53500000,9500000,0,109600000,109600000,647200000,145500000,0,163400000,2020-10-30,0,5700000,CBOE,792700000
552300000,USD,171100000,10-Q,2020-06-30,2,2020,316400000,43000000,7300000,0,113300000,113300000,697600000,171100000,0,156600000,2020-07-31,0,5000000,CBOE,868700000
535800000,USD,227200000,10-Q,2020-03-31,1,2020,385700000,60100000,7300000,0,157000000,157000000,694300000,227200000,0,217500000,2020-05-01,0,6200000,CBOE,921500000
384400000,USD,126800000,10-K,2019-12-31,4,2019,213100000,27900000,7800000,-500000,85000000,85000000,470700000,126800000,0,113100000,2020-02-21,0,6800000,CBOE,597500000
358400000,USD,164100000,10-Q,2019-09-30,3,2019,317000000,35000000,8200000,0,105500000,105500000,511300000,164100000,0,140900000,2019-11-01,0,5400000,CBOE,675400000
315300000,USD,146000000,10-Q,2019-06-30,2,2019,305300000,35100000,10000000,-3600000,87600000,87600000,474600000,146000000,0,119600000,2019-08-02,0,6000000,CBOE,620600000
301100000,USD,148800000,10-Q,2019-03-31,1,2019,301500000,32600000,9900000,0,94600000,94600000,453800000,148800000,0,127800000,2019-05-03,0,4700000,CBOE,602600000
483200000,USD,183200000,10-K,2018-12-31,4,2018,264500000,37300000,9700000,-1300000,137400000,137400000,564500000,183200000,0,175700000,2019-02-22,0,6100000,CBOE,747700000
284700000,USD,132000000,10-Q,2018-09-30,3,2018,291200000,30600000,9600000,0,85000000,85000000,443900000,132000000,0,116300000,2018-11-02,0,5900000,CBOE,575900000
362000000,USD,137700000,10-Q,2018-06-30,2,2018,305500000,36800000,9300000,0,82400000,82400000,529800000,137700000,0,119800000,2018-08-03,0,6400000,CBOE,667500000
422000000,USD,176500000,10-Q,2018-03-31,1,2018,355700000,41300000,9600000,0,117300000,117300000,601200000,176500000,0,159400000,2018-05-04,0,6100000,CBOE,777700000
332800000,USD,116600000,10-K,2017-12-31,4,2017,287900000,-153000000,10400000,-1100000,254600000,254600000,504100000,116600000,0,104100000,2018-02-22,0,7800000,CBOE,620700000
319600000,USD,125200000,10-Q,2017-09-30,3,2017,291800000,45600000,10500000,0,59700000,59700000,486200000,125200000,0,105900000,2017-11-07,0,7400000,CBOE,611400000
353300000,USD,123000000,10-Q,2017-06-30,2,2017,287500000,38100000,12500000,0,67300000,67300000,517800000,123000000,0,106100000,2017-08-04,0,6900000,CBOE,640800000
141600000,USD,91500000,10-Q,2017-03-31,1,2017,214600000,3100000,7900000,0,15100000,15100000,264700000,91500000,0,18300000,2017-05-11,0,5400000,CBOE,356200000
0,USD,75439000,10-K,2016-12-31,4,2016,175080000,29825000,5515000,-876000,44748000,44748000,99978000,75102000,0,74987000,2017-02-21,0,4779000,CBOE,175080000
0,USD,65956000,10-Q,2016-09-30,3,2016,156207000,26885000,177000,0,40280000,40280000,90557000,65650000,0,67336000,2016-11-08,0,3932000,CBOE,156207000
0,USD,78185000,10-Q,2016-06-30,2,2016,163329000,32883000,28000,0,50719000,50719000,85362000,77967000,0,83814000,2016-08-02,0,3910000,CBOE,163329000
0,USD,79787000,10-Q,2016-03-31,1,2016,162330000,31291000,27000,-224000,49198000,49198000,82849000,79481000,0,80467000,2016-05-03,0,4043000,CBOE,162330000
0,USD,75932000,10-K,2015-12-31,4,2015,155946000,29262000,27000,0,50181000,50181000,79604000,76342000,0,79665000,2016-02-19,0,3995000,CBOE,155946000
0,USD,101399000,10-Q,2015-09-30,3,2015,187035000,33935000,16000,0,67219000,67219000,85925000,101110000,0,101451000,2015-11-03,0,2281000,CBOE,187035000
0,USD,73572000,10-Q,2015-06-30,2,2015,148725000,28786000,0,0,44646000,44646000,75355000,73370000,0,73631000,2015-08-06,0,3819000,CBOE,148725000
0,USD,69472000,10-Q,2015-03-31,1,2015,142839000,27018000,0,0,42079000,42079000,73286000,69553000,0,69277000,2015-05-06,0,3885000,CBOE,142839000
0,USD,83906000,10-K,2014-12-31,4,2014,166488000,34603000,0,0,49120000,49120000,83742000,82746000,0,83946000,2015-02-20,0,4173000,CBOE,166488000
0,USD,74766000,10-Q,2014-09-30,3,2014,148910000,26447000,0,0,48146000,48146000,73826000,75084000,0,74813000,2014-11-04,0,3258000,CBOE,148910000
0,USD,69383000,10-Q,2014-06-30,2,2014,143942000,26414000,0,0,42598000,42598000,74226000,69716000,0,69395000,2014-08-06,0,4036000,CBOE,143942000
0,USD,81529000,10-Q,2014-03-31,1,2014,157885000,32519000,0,0,48528000,48528000,75847000,82038000,0,81543000,2014-05-06,0,3300000,CBOE,157885000
0,USD,72132000,10-K,2013-12-31,4,2013,141830000,26043000,0,0,45642000,45642000,71452000,70378000,0,72152000,2014-02-21,0,4499000,CBOE,141830000
0,USD,67889000,10-Q,2013-09-30,3,2013,136743000,26554000,0,0,40955000,40955000,68316000,68427000,0,67910000,2013-11-05,0,3202000,CBOE,136743000
0,USD,74867000,10-Q,2013-06-30,2,2013,150772000,28724000,0,0,45477000,45477000,75414000,75358000,0,74885000,2013-08-06,0,3841000,CBOE,150772000
0,USD,68705000,10-Q,2013-03-31,1,2013,142705000,26336000,0,0,41789000,41789000,73275000,69430000,0,68709000,2013-05-07,0,3317000,CBOE,142705000
0,USD,59338000,10-K/A,2012-12-31,4,2012,130078000,19673000,0,0,39245000,39245000,70740000,59338000,0,59397000,2013-05-02,0,3257000,CBOE,130078000
0,USD,60493000,10-Q,2012-09-30,3,2012,128319000,14776000,0,0,45243000,45243000,67826000,60493000,0,60534000,2012-11-06,0,3816000,CBOE,128319000
0,USD,65632000,10-Q,2012-06-30,2,2012,132549000,27162000,0,0,37903000,37903000,66917000,65632000,0,65658000,2012-08-07,0,4529000,CBOE,132549000
0,USD,56939000,10-Q/A,2012-03-31,1,2012,121392000,23545000,0,0,32863000,32863000,64453000,56939000,0,56962000,2013-05-02,0,3470000,CBOE,121392000
0,USD,52518000,10-K,2011-12-31,4,2011,120208000,20530000,205000,0,31287000,31287000,67690000,52518000,0,52337000,2012-02-28,0,4770000,CBOE,120208000
0,USD,74776000,10-Q,2011-09-30,3,2011,143604000,33238000,226000,0,40597000,40597000,68828000,74776000,0,74565000,2011-11-08,0,3497000,CBOE,143604000
0,USD,56452000,10-Q,2011-06-29,2,2011,120290000,22889000,223000,0,32609000,32609000,63838000,56452000,0,56290000,2011-08-09,0,3768000,CBOE,120290000
0,USD,57075000,10-Q,2011-03-31,1,2011,124042000,24021000,225000,0,32089000,32089000,66967000,57075000,0,56892000,2011-05-10,0,3177000,CBOE,124042000
2216800000,USD,970400000,10-K,2022-12-31,0,2022,1741700000,197900000,56400000,0,234100000,234100000,2988100000,970400000,0,432900000,2023-02-17,0,48800000,CBOE,3958500000
2018700000,USD,821500000,10-K,2021-12-31,0,2021,1476100000,227100000,45100000,0,527300000,527300000,2673300000,821500000,0,756100000,2022-02-18,0,31900000,CBOE,3494800000
2172800000,USD,707400000,10-K,2020-12-31,0,2020,1254300000,192200000,37600000,0,467000000,467000000,2719700000,707400000,0,660400000,2021-02-19,0,24200000,CBOE,3427100000
1359200000,USD,585700000,10-K,2019-12-31,0,2019,1136900000,130600000,35900000,-4100000,372700000,372700000,1910400000,585700000,0,501400000,2020-02-21,0,22900000,CBOE,2496100000
1551900000,USD,629400000,10-K,2018-12-31,0,2018,1216900000,146000000,38200000,-1300000,422100000,422100000,2139400000,629400000,0,571200000,2019-02-22,0,24500000,CBOE,2768800000
1147300000,USD,456300000,10-K,2017-12-31,0,2017,1081800000,-66200000,41300000,-1100000,396700000,396700000,1772800000,456300000,0,334400000,2018-02-22,0,27500000,CBOE,2229100000
0,USD,299367000,10-K,2016-12-31,0,2016,656946000,120884000,5747000,-1100000,184945000,184945000,358746000,298200000,0,306604000,2017-02-21,0,16664000,CBOE,656946000
0,USD,320375000,10-K,2015-12-31,0,2015,634545000,119001000,43000,0,204125000,204125000,314170000,320375000,0,324024000,2016-02-19,0,13980000,CBOE,634545000
0,USD,309584000,10-K,2014-12-31,0,2014,617225000,119983000,0,0,188392000,188392000,307641000,309584000,0,309697000,2015-02-20,0,14767000,CBOE,617225000
0,USD,283593000,10-K,2013-12-31,0,2013,572050000,107657000,0,0,173863000,173863000,288457000,283593000,0,283656000,2014-02-21,0,14859000,CBOE,572050000
0,USD,242402000,10-K/A,2012-12-31,0,2012,512338000,85156000,0,0,155254000,155254000,269936000,242402000,0,242551000,2013-05-02,0,15072000,CBOE,512338000
0,USD,240821000,10-K,2011-12-31,0,2011,508144000,100678000,879000,0,136582000,136582000,267323000,240821000,0,240084000,2012-02-28,0,15212000,CBOE,508144000
0,USD,165044000,10-K,2010-12-31,0,2010,437104000,65227000,896000,0,98166000,98166000,272060000,165044000,0,164623000,2011-03-16,0,15370000,CBOE,437104000
288831000000,USD,12245000000,10-K,2022-12-31,0,2022,225152000000,-3217000000,1378000000,0,-2722000000,-2722000000,501735000000,12248000000,0,-5939000000,2023-02-03,0,54129000000,AMZN,513983000000
272344000000,USD,24883000000,10-K,2021-12-31,0,2021,197478000000,4791000000,1361000000,0,33364000000,33364000000,444943000000,24879000000,0,38155000000,2022-02-04,0,41374000000,AMZN,469822000000
