adjustedHolding,adjustedMarketValue,entityProperName,reportDate,reportedHolding,reportedMarketValue,symbol
3437,235709,VANGUARD WELLINGTON FUND,2022-04-29,3437,235709,AOS
3415,218184,TIMOTHY PLAN,2022-05-25,3415,218184,AOS
3400,217226,SEI INSTITUTIONAL MANAGED TRUST,2022-05-26,3400,217226,AOS
3400,241638,NUVEEN INVESTMENT TRUST,2021-07-27,3400,241638,AOS
3391,216651,THRIVENT SERIES FUND INC,2022-05-27,3391,216651,AOS
3343,229263,MORGAN STANLEY PATHWAY FUNDS,2022-04-28,3343,229263,AOS
3302,226451,Guggenheim Active Allocation Fund,2022-04-28,3302,226451,AOS
3300,210837,SEI INSTITUTIONAL MANAGED TRUST,2022-05-26,3300,210837,AOS
3285,191943,RUSSELL INVESTMENT CO,2022-06-29,3285,191943,AOS
3284,209815,JNL SERIES TRUST,2022-05-25,3284,209815,AOS
3280,124017,"BLACKROCK ADVANTAGE GLOBAL FUND, INC.",2020-06-01,3280,124017,AOS
3260,190482,J.P. Morgan Exchange-Traded Fund Trust,2022-06-28,3260,190482,AOS
3234,188963,FIDELITY SALEM STREET TRUST,2022-06-24,3234,188963,AOS
3187,203617,Eaton Vance Tax-Managed Buy-Write Income Fund,2022-05-27,3187,203617,AOS
3139,200551,Voya BALANCED PORTFOLIO INC,2022-05-26,3139,200551,AOS
3118,199209,Brighthouse Funds Trust I,2022-05-26,3118,199209,AOS
3074,148782,DEUTSCHE DWS INSTITUTIONAL FUNDS,2020-01-24,3074,148782,AOS
3023,176634,Global X Funds,2022-06-29,3023,176634,AOS
3011,206494,AMERICAN CENTURY ETF TRUST,2022-04-25,3011,206494,AOS
3009,192245,Meeder Funds,2022-05-19,3009,192245,AOS
2958,188987,THRIVENT SERIES FUND INC,2022-05-27,2958,188987,AOS
2949,140697,FIRST INVESTORS EQUITY FUNDS,2019-11-29,2949,140697,AOS
2940,171784,FIRST TRUST EXCHANGE-TRADED ALPHADEX FUND,2022-06-24,2940,171784,AOS
2824,149107,Nuveen Core Equity Alpha Fund,2020-11-27,2824,149107,AOS
2821,180234,JOHN HANCOCK VARIABLE INSURANCE TRUST,2022-05-26,2821,180234,AOS
2800,178892,PRUDENTIAL INVESTMENT PORTFOLIOS 8,2022-05-26,2800,178892,AOS
2776,162202,iSHARES TRUST,2022-06-27,2776,162202,AOS
2754,175953,ALLIANZ VARIABLE INSURANCE PRODUCTS TRUST,2022-05-25,2754,175953,AOS
2710,185852,Voya Global Advantage  Premium Opportunity Fund,2022-04-26,2710,185852,AOS
2632,168158,Franklin Templeton ETF Trust,2022-05-10,2632,168158,AOS
2592,151451,iSHARES TRUST,2022-06-27,2592,151451,AOS
2552,163047,MML SERIES INVESTMENT FUND,2022-05-26,2552,163047,AOS
2529,161578,MUTUAL FUND SERIES TRUST,2022-05-31,2529,161578,AOS
2511,146718,FIDELITY COVINGTON TRUST,2022-06-23,2511,146718,AOS
2510,160364,SEI INSTITUTIONAL MANAGED TRUST,2022-05-26,2510,160364,AOS
2480,139649,FIDELITY PURITAN TRUST,2021-01-20,2480,139649,AOS
2445,156211,DEUTSCHE DWS INVESTMENTS VIT FUNDS,2022-05-24,2445,156211,AOS
2437,155700,THRIVENT SERIES FUND INC,2022-05-27,2437,155700,AOS
2437,142394,THRIVENT MUTUAL FUNDS,2022-06-28,2437,142394,AOS
2428,141868,AIM INVESTMENT FUNDS (INVESCO INVESTMENT FUNDS),2022-06-29,2428,141868,AOS
2393,205439,Index Funds,2022-02-28,2393,205439,AOS
2378,151930,SA FUNDS INVESTMENT TRUST,2022-05-26,2378,151930,AOS
2308,134856,RUSSELL INVESTMENT CO,2022-06-29,2308,134856,AOS
2287,133629,SUNAMERICA SERIES TRUST,2022-06-29,2287,133629,AOS
2253,131643,JOHN HANCOCK INVESTMENT TRUST,2022-06-28,2253,131643,AOS
2228,142347,SYNTAX ETF TRUST,2022-05-27,2228,142347,AOS
2201,140622,PENN SERIES FUNDS INC,2022-05-20,2201,140622,AOS
2171,126852,iSHARES TRUST,2022-06-27,2171,126852,AOS
2145,125332,IndexIQ ETF Trust,2022-06-27,2145,125332,AOS
2117,123696,Columbia ETF Trust I,2022-06-27,2117,123696,AOS
2034,129952,TIAA-CREF LIFE FUNDS,2022-05-27,2034,129952,AOS
2009,137777,VALIC Co I,2022-04-27,2009,137777,AOS
2000,127780,Gabelli Global Small  Mid Cap Value Trust,2022-05-31,2000,127780,AOS
2000,99360,TOCQUEVILLE TRUST,2019-12-20,2000,99360,AOS
1980,140719,"BLACKROCK LARGE CAP SERIES FUNDS, INC.",2021-07-26,1980,140719,AOS
1953,124777,DRIEHAUS MUTUAL FUNDS,2022-05-24,1953,124777,AOS
1930,123308,FRANKLIN TEMPLETON VARIABLE INSURANCE PRODUCTS TRUST,2022-05-23,1930,123308,AOS
1911,131056,Voya EQUITY TRUST,2022-04-25,1911,131056,AOS
1900,111017,WILMINGTON FUNDS,2022-06-27,1900,111017,AOS
1900,138168,"BNY Mellon Advantage Funds, Inc.",2021-10-27,1900,138168,AOS
1886,110199,BlackRock Funds II,2022-06-28,1886,110199,AOS
1877,119922,Victory Portfolios II,2022-05-25,1877,119922,AOS
1860,118835,GPS Funds I,2022-05-23,1860,118835,AOS
1854,108329,FIDELITY COVINGTON TRUST,2022-06-23,1854,108329,AOS
1837,117366,"Calvert Variable Products, Inc.",2022-05-27,1837,117366,AOS
1808,115513,SEASONS SERIES TRUST,2022-05-26,1808,115513,AOS
1806,115385,STATE STREET VARIABLE INSURANCE SERIES FUNDS INC,2022-05-27,1806,115385,AOS
1795,123101,USAA MUTUAL FUNDS TRUST,2022-04-27,1795,123101,AOS
1776,97360,GUGGENHEIM FUNDS TRUST,2021-03-01,1776,97360,AOS
1753,96099,Mutual Fund  Variable Insurance Trust,2021-02-25,1753,96099,AOS
1737,149121,AMERICAN CENTURY CAPITAL PORTFOLIOS INC,2022-02-22,1737,149121,AOS
1737,119123,Symmetry Panoramic Trust,2022-04-29,1737,119123,AOS
1737,110977,TRANSAMERICA SERIES TRUST,2022-05-27,1737,110977,AOS
1708,109124,NEW COVENANT FUNDS,2022-05-27,1708,109124,AOS
1674,88387,PFM Multi-Manager Series Trust,2020-11-19,1674,88387,AOS
1664,106313,VARIABLE INSURANCE PRODUCTS FUND II,2022-05-25,1664,106313,AOS
1648,105291,Principal Exchange-Traded Funds,2022-05-25,1648,105291,AOS
1634,112060,Goldman Sachs ETF Trust,2022-04-26,1634,112060,AOS
1621,94715,BNY Mellon ETF Trust,2022-06-23,1621,94715,AOS
1610,102863,ETF Series Solutions,2022-05-31,1610,102863,AOS
1550,99030,WILSHIRE MUTUAL FUNDS INC,2022-05-25,1550,99030,AOS
1534,89632,Arrow Investments Trust,2022-06-28,1534,89632,AOS
1459,100058,SCHWAB STRATEGIC TRUST,2022-04-25,1459,100058,AOS
1456,85074,FLEXSHARES TRUST,2022-06-28,1456,85074,AOS
1438,98618,Voya EQUITY TRUST,2022-04-25,1438,98618,AOS
1378,88040,"AB VARIABLE PRODUCTS SERIES FUND, INC.",2022-05-17,1378,88040,AOS
1363,87082,VanEck ETF Trust,2022-05-27,1363,87082,AOS
1353,86443,SEASONS SERIES TRUST,2022-05-26,1353,86443,AOS
1335,96200,Forethought Variable Insurance Trust,2021-08-19,1335,96200,AOS
1305,70862,Morningstar Funds Trust,2021-03-29,1305,70862,AOS
1292,82546,LEGG MASON PARTNERS INVESTMENT TRUST,2022-05-19,1292,82546,AOS
1258,107999,EQ ADVISORS TRUST,2022-06-08,1258,107999,AOS
1250,79863,SEASONS SERIES TRUST,2022-05-26,1250,79863,AOS
1200,63360,MASSMUTUAL PREMIER FUNDS,2020-11-25,1200,63360,AOS
1187,69356,SUNAMERICA SERIES TRUST,2022-06-29,1187,69356,AOS
1182,101475,Federated Hermes Adviser Series,2022-02-24,1182,101475,AOS
1173,74943,RYDEX SERIES FUNDS,2022-05-26,1173,74943,AOS
1160,79553,VALIC Co I,2022-04-27,1160,79553,AOS
1144,66844,SUNAMERICA SERIES TRUST,2022-06-29,1144,66844,AOS
1130,72196,OHIO NATIONAL FUND INC,2022-05-24,1130,72196,AOS
1124,71812,PUTNAM VARIABLE TRUST,2022-05-25,1124,71812,AOS
1115,71237,Gateway Trust,2022-05-27,1115,71237,AOS
1049,61293,RUSSELL INVESTMENT CO,2022-06-29,1049,61293,AOS
1039,66382,AQR Funds,2022-05-26,1039,66382,AOS
1014,69540,Horizon Funds,2022-04-21,1014,69540,AOS
1000,58430,"STEWARD FUNDS, INC.",2022-06-27,1000,58430,AOS
982,37129,JNL VARIABLE FUND LLC,2020-05-29,982,37129,AOS
980,62612,SEI INSTITUTIONAL MANAGED TRUST,2022-05-26,980,62612,AOS
956,61079,JNL SERIES TRUST,2022-05-25,956,61079,AOS
953,60887,ALLIANZ VARIABLE INSURANCE PRODUCTS TRUST,2022-05-25,953,60887,AOS
945,60376,VICTORY PORTFOLIOS,2022-05-25,945,60376,AOS
943,64671,SEI Catholic Values Trust,2022-04-28,943,64671,AOS
942,64602,SHELTON FUNDS,2022-04-28,942,64602,AOS
935,54632,John Hancock Exchange-Traded Fund Trust,2022-06-28,935,54632,AOS
917,53580,iSHARES TRUST,2022-06-27,917,53580,AOS
907,52996,INVESCO ACTIVELY MANAGED EXCHANGE-TRADED FUND TRUST,2022-06-28,907,52996,AOS
901,57565,FRANKLIN TEMPLETON VARIABLE INSURANCE PRODUCTS TRUST,2022-05-23,901,57565,AOS
899,52529,THRIVENT MUTUAL FUNDS,2022-06-28,899,52529,AOS
894,62875,ADVISORS' INNER CIRCLE FUND,2021-09-28,894,62875,AOS
876,55968,SEASONS SERIES TRUST,2022-05-26,876,55968,AOS
850,54307,ADVANCED SERIES TRUST,2022-05-26,850,54307,AOS
809,55481,Invesco Exchange-Traded Self-Indexed Fund Trust,2022-04-29,809,55481,AOS
795,68251,EQ ADVISORS TRUST,2022-06-08,795,68251,AOS
778,42650,DELAWARE GROUP EQUITY FUNDS IV,2021-03-01,778,42650,AOS
769,49131,COLLEGE RETIREMENT EQUITIES FUND,2022-05-26,769,49131,AOS
737,52379,PGIM ETF TRUST,2021-07-23,737,52379,AOS
728,46512,GOLDMAN SACHS VARIABLE INSURANCE TRUST,2022-05-26,728,46512,AOS
725,43043,ARCHER INVESTMENT SERIES TRUST,2021-04-23,725,43043,AOS
723,42245,Direxion Shares ETF Trust,2022-06-29,723,42245,AOS
721,46065,SPDR SERIES TRUST,2022-05-27,721,46065,AOS
716,45745,WILSHIRE MUTUAL FUNDS INC,2022-05-25,716,45745,AOS
711,48760,"AB GLOBAL RISK ALLOCATION FUND, INC.",2022-04-26,711,48760,AOS
711,41544,Federated Hermes Index Trust,2022-06-21,711,41544,AOS
706,45106,PRINCIPAL VARIABLE CONTRACTS FUNDS INC,2022-05-25,706,45106,AOS
696,44467,Brighthouse Funds Trust I,2022-05-26,696,44467,AOS
685,43765,MUTUAL OF AMERICA INVESTMENT CORP,2022-05-09,685,43765,AOS
684,43701,RYDEX DYNAMIC FUNDS,2022-05-26,684,43701,AOS
654,45996,Aberdeen Funds,2021-09-28,654,45996,AOS
614,42108,PROSHARES TRUST,2022-04-28,614,42108,AOS
607,38781,STATE STREET VARIABLE INSURANCE SERIES FUNDS INC,2022-05-27,607,38781,AOS
604,38590,SEASONS SERIES TRUST,2022-05-26,604,38590,AOS
601,28319,VIRTUS EQUITY TRUST,2020-08-26,601,28319,AOS
600,22686,Bread & Butter Fund Inc.,2020-05-11,600,22686,AOS
584,37312,PIMCO Equity Series,2022-05-27,584,37312,AOS
577,33714,Columbia ETF Trust I,2022-06-27,577,33714,AOS
570,43559,"MANNING  NAPIER FUND, INC.",2022-03-23,570,43559,AOS
558,42642,"MANNING  NAPIER FUND, INC.",2022-03-23,558,42642,AOS
547,34948,MML Series Investment Fund II,2022-05-27,547,34948,AOS
537,34309,FIRST TRUST EXCHANGE-TRADED FUND VI,2022-05-26,537,34309,AOS
521,30442,INVESCO EXCHANGE-TRADED FUND TRUST,2022-06-28,521,30442,AOS
520,33223,RYDEX SERIES FUNDS,2022-05-26,520,33223,AOS
517,33031,SPDR SERIES TRUST,2022-05-27,517,33031,AOS
487,31114,MML SERIES INVESTMENT FUND,2022-05-26,487,31114,AOS
487,18413,VICTORY VARIABLE INSURANCE FUNDS,2020-05-28,487,18413,AOS
477,30476,SPDR INDEX SHARES FUNDS,2022-05-27,477,30476,AOS
471,40435,EQ ADVISORS TRUST,2022-06-08,471,40435,AOS
435,27792,TRANSAMERICA SERIES TRUST,2022-05-27,435,27792,AOS
425,20026,VIRTUS VARIABLE INSURANCE TRUST,2020-08-21,425,20026,AOS
398,25428,"Mutual of America Variable Insurance Portfolios, Inc.",2022-05-09,398,25428,AOS
393,25109,"AB VARIABLE PRODUCTS SERIES FUND, INC.",2022-05-17,393,25109,AOS
385,22496,iSHARES TRUST,2022-06-27,385,22496,AOS
353,18638,VIRTUS OPPORTUNITIES TRUST,2020-11-23,353,18638,AOS
353,18638,MUTUAL OF AMERICA INSTITUTIONAL FUNDS INC,2020-11-24,353,18638,AOS
352,22489,HC CAPITAL TRUST,2022-05-25,352,22489,AOS
343,21914,AIM VARIABLE INSURANCE FUNDS (INVESCO VARIABLE INSURANCE FUNDS),2022-05-26,343,21914,AOS
327,20892,FIRST TRUST EXCHANGE-TRADED FUND,2022-05-26,327,20892,AOS
303,19359,MORGAN STANLEY INSTITUTIONAL FUND TRUST,2022-05-26,303,19359,AOS
302,23079,"MANNING  NAPIER FUND, INC.",2022-03-23,302,23079,AOS
302,17646,FIDELITY CONCORD STREET TRUST,2022-06-24,302,17646,AOS
300,19167,ELFUN DIVERSIFIED FUND,2022-05-27,300,19167,AOS
293,17120,ProFunds,2022-06-27,293,17120,AOS
288,16828,Columbia ETF Trust I,2022-06-27,288,16828,AOS
264,16867,FundVantage Trust,2022-05-26,264,16867,AOS
244,15589,AQR Funds,2022-05-26,244,15589,AOS
223,12225,Guggenheim Variable Funds Trust,2021-03-01,223,12225,AOS
221,14120,THRIVENT SERIES FUND INC,2022-05-27,221,14120,AOS
217,11458,VIRTUS OPPORTUNITIES TRUST,2020-11-23,217,11458,AOS
210,12270,Nushares ETF Trust,2022-06-28,210,12270,AOS
208,13289,SEI INSTITUTIONAL MANAGED TRUST,2022-05-26,208,13289,AOS
205,13097,SPDR INDEX SHARES FUNDS,2022-05-27,205,13097,AOS
200,12778,Blackstone Alternative Investment Funds,2022-05-31,200,12778,AOS
194,12395,JPMorgan Trust I,2022-05-27,194,12395,AOS
182,10634,Pacer Funds Trust,2022-06-29,182,10634,AOS
162,10350,Allspring VARIABLE TRUST,2022-05-31,162,10350,AOS
162,9466,Tidal ETF Trust,2022-06-27,162,9466,AOS
159,9290,PRUDENTIAL INVESTMENT PORTFOLIOS 2,2022-06-24,159,9290,AOS
149,11387,"MANNING  NAPIER FUND, INC.",2022-03-23,149,11387,AOS
148,10150,DBX ETF TRUST,2022-04-21,148,10150,AOS
145,9264,RYDEX VARIABLE TRUST,2022-05-26,145,9264,AOS
140,8945,NORTHERN LIGHTS FUND TRUST III,2022-05-26,140,8945,AOS
138,8817,Franklin Templeton ETF Trust,2022-05-10,138,8817,AOS
128,7479,ProFunds,2022-06-27,128,7479,AOS
122,7128,Global X Funds,2022-06-29,122,7128,AOS
121,7731,RYDEX VARIABLE TRUST,2022-05-26,121,7731,AOS
112,6082,VIRTUS ALTERNATIVE SOLUTIONS TRUST,2021-03-23,112,6082,AOS
112,7156,TRANSAMERICA ETF TRUST,2022-05-27,112,7156,AOS
112,7572,Humankind Benefit Corp,2021-05-25,112,7572,AOS
112,7156,LAZARD FUNDS INC,2022-05-27,112,7156,AOS
110,7927,Forethought Variable Insurance Trust,2021-08-19,110,7927,AOS
107,7338,PROSHARES TRUST,2022-04-28,107,7338,AOS
101,5901,ProFunds,2022-06-27,101,5901,AOS
92,5376,Global X Funds,2022-06-29,92,5376,AOS
90,5750,"T. Rowe Price Equity Series, Inc.",2022-05-27,90,5750,AOS
88,5950,HARTFORD MUTUAL FUNDS II INC,2021-05-28,88,5950,AOS
81,5175,HC CAPITAL TRUST,2022-05-25,81,5175,AOS
66,3856,ProFunds,2022-06-27,66,3856,AOS
64,4089,MORGAN STANLEY VARIABLE INSURANCE FUND INC.,2022-05-26,64,4089,AOS
56,3840,PROSHARES TRUST,2022-04-28,56,3840,AOS
46,2688,ProFunds,2022-06-27,46,2688,AOS
42,2683,ETF Opportunities Trust,2022-05-25,42,2683,AOS
36,2300,"Mutual of America Variable Insurance Portfolios, Inc.",2022-05-09,36,2300,AOS
36,2469,PROSHARES TRUST,2022-04-28,36,2469,AOS
36,2469,FIRST TRUST EXCHANGE-TRADED FUND VIII,2022-04-21,36,2469,AOS
21,1342,MUTUAL OF AMERICA INVESTMENT CORP,2022-05-09,21,1342,AOS
19,1003,MUTUAL OF AMERICA INSTITUTIONAL FUNDS INC,2020-11-24,19,1003,AOS
17,1166,PROSHARES TRUST,2022-04-28,17,1166,AOS
17,1208,Global Beta ETF Trust,2021-07-21,17,1208,AOS
16,935,Global X Funds,2022-06-29,16,935,AOS
14,894,NORTHERN LIGHTS FUND TRUST II,2022-05-25,14,894,AOS
13,760,Global X Funds,2022-06-29,13,760,AOS
10,686,PROSHARES TRUST,2022-04-28,10,686,AOS
18,6073,MASSMUTUAL SELECT FUNDS,2022-05-27,18,6073,MCO
17,5380,Global X Funds,2022-06-29,17,5380,MCO
16,4398,PUTNAM ASSET ALLOCATION FUNDS,2021-04-28,16,4398,MCO
16,5064,Natixis Funds Trust IV,2022-06-29,16,5064,MCO
13,4114,Global X Funds,2022-06-29,13,4114,MCO
13,4114,Natixis Funds Trust IV,2022-06-29,13,4114,MCO
12,3798,Nushares ETF Trust,2022-06-29,12,3798,MCO
11,3712,FundVantage Trust,2022-05-26,11,3712,MCO
10,3165,BlackRock ETF Trust,2022-06-27,10,3165,MCO
10,3220,FIDELITY MT VERNON STREET TRUST,2022-04-27,10,3220,MCO
8,2532,Pacer Funds Trust,2022-06-29,8,2532,MCO
8,2532,Natixis Funds Trust IV,2022-06-29,8,2532,MCO
7,2254,PROSHARES TRUST,2022-04-28,7,2254,MCO
7,2215,Natixis Funds Trust IV,2022-06-29,7,2215,MCO
6,1899,AIM INVESTMENT FUNDS (INVESCO INVESTMENT FUNDS),2022-06-29,6,1899,MCO
6,1899,Natixis Funds Trust IV,2022-06-29,6,1899,MCO
5,1687,Manager Directed Portfolios,2022-05-18,5,1687,MCO
4,1179,FIRST TRUST EXCHANGE-TRADED FUND VIII,2020-10-28,4,1179,MCO
-24,-8098,AGF Investments Trust,2022-05-11,-24,-8098,MCO
-300,-94944,GLENMEDE FUND INC,2022-06-06,-300,-94944,MCO
-600,-122898,Blackstone Alternative Investment Funds,2019-11-26,-600,-122898,MCO
-668,-136826,Meeder Funds,2019-11-26,-668,-136826,MCO
-771,-230228,VELA Funds,2021-05-27,-771,-230228,MCO
-1150,-388022,Legg Mason Global Asset Management Trust,2022-05-20,-1150,-388022,MCO
-2122,-671571,JPMorgan Trust I,2022-06-28,-2122,-671571,MCO
4543747,1533105675,VANGUARD INDEX FUNDS,2022-05-31,4543747,1533105675,MCO
3539565,1194284627,VANGUARD INDEX FUNDS,2022-05-31,3539565,1194284627,MCO
1757050,592846241,SPDR SP 500 ETF TRUST,2022-05-27,1757050,592846241,MCO
1752058,591161890,SELECT SECTOR SPDR TRUST,2022-05-27,1752058,591161890,MCO
1609593,543092774,NEW PERSPECTIVE FUND,2022-05-27,1609593,543092774,MCO
1255235,423528841,VANGUARD INDEX FUNDS,2022-05-31,1255235,423528841,MCO
1212254,409026622,VANGUARD INSTITUTIONAL INDEX FUNDS,2022-05-31,1212254,409026622,MCO
1155403,389844526,FIDELITY MAGELLAN FUND,2022-05-25,1155403,389844526,MCO
990107,313349063,VANGUARD SPECIALIZED FUNDS,2022-06-29,990107,313349063,MCO
853110,274727013,MFS SERIES TRUST I,2022-04-26,853110,274727013,MCO
732693,247217945,AMERICAN FUNDS FUNDAMENTAL INVESTORS,2022-05-27,732693,247217945,MCO
671788,212607466,"PRINCIPAL FUNDS, INC.",2022-06-24,671788,212607466,MCO
661559,209370192,FIDELITY INVESTMENT TRUST,2022-06-24,661559,209370192,MCO
541992,171529628,WASHINGTON MUTUAL INVESTORS FUND,2022-06-24,541992,171529628,MCO
520050,164585424,MAINSTAY FUNDS,2022-06-28,520050,164585424,MCO
510785,172343967,FIRST TRUST EXCHANGE-TRADED FUND,2022-05-26,510785,172343967,MCO
473451,133674155,FIDELITY PURITAN TRUST,2021-01-20,473451,133674155,MCO
462041,148791063,GROWTH FUND OF AMERICA,2022-05-19,462041,148791063,MCO
423622,142934299,VANGUARD HORIZON FUNDS,2022-05-31,423622,142934299,MCO
419123,134970180,VANGUARD WORLD FUND,2022-04-29,419123,134970180,MCO
373579,120303645,CAPITAL WORLD GROWTH  INCOME FUND,2022-05-19,373579,120303645,MCO
350000,118093500,Franklin Custodian Funds,2022-05-23,350000,118093500,MCO
341800,108172864,FIDELITY INVESTMENT TRUST,2022-06-24,341800,108172864,MCO
329871,111301774,HARRIS ASSOCIATES INVESTMENT TRUST,2022-05-25,329871,111301774,MCO
327321,110441379,AMERICAN FUNDS INSURANCE SERIES,2022-05-27,327321,110441379,MCO
324385,126698293,FIDELITY CONTRAFUND,2022-02-24,324385,126698293,MCO
311726,98655044,FIDELITY SALEM STREET TRUST,2022-06-24,311726,98655044,MCO
308607,99380712,MASSACHUSETTS INVESTORS GROWTH STOCK FUND,2022-04-26,308607,99380712,MCO
303448,96035223,FIDELITY ADVISOR SERIES VIII,2022-06-24,303448,96035223,MCO
293027,92737185,SCHWAB CAPITAL TRUST,2022-06-24,293027,92737185,MCO
270102,91135116,TAX-MANAGED GROWTH PORTFOLIO,2022-05-27,270102,91135116,MCO
263689,88971305,SEI INSTITUTIONAL MANAGED TRUST,2022-05-26,263689,88971305,MCO
262050,82933584,NEW WORLD FUND INC,2022-06-24,262050,82933584,MCO
220949,69925940,CARILLON SERIES TRUST,2022-06-28,220949,69925940,MCO
218900,69277472,FIDELITY INVESTMENT TRUST,2022-06-24,218900,69277472,MCO
217900,68960992,FIDELITY INVESTMENT TRUST,2022-06-24,217900,68960992,MCO
213067,67431444,FIDELITY INVESTMENT TRUST,2022-06-24,213067,67431444,MCO
194000,61397120,FIDELITY CAPITAL TRUST,2022-06-24,194000,61397120,MCO
176196,59450292,CALVERT SOCIAL INVESTMENT FUND,2022-05-27,176196,59450292,MCO
170716,57601286,COLLEGE RETIREMENT EQUITIES FUND,2022-05-26,170716,57601286,MCO
163649,55216809,VANGUARD INDEX FUNDS,2022-05-31,163649,55216809,MCO
162389,34345274,John Hancock Funds III,2020-05-29,162389,34345274,MCO
148300,40766187,FIDELITY FINANCIAL TRUST,2021-04-23,148300,40766187,MCO
143000,48249630,VARIABLE INSURANCE PRODUCTS FUND II,2022-05-25,143000,48249630,MCO
138058,44458818,SCHWAB STRATEGIC TRUST,2022-04-25,138058,44458818,MCO
137920,44414378,Goldman Sachs ETF Trust,2022-04-26,137920,44414378,MCO
137583,46421880,MASTER INVESTMENT PORTFOLIO,2022-05-26,137583,46421880,MCO
134300,38926855,VARIABLE INSURANCE PRODUCTS FUND III,2020-11-23,134300,38926855,MCO
131283,42277064,SCHWAB STRATEGIC TRUST,2022-04-25,131283,42277064,MCO
130100,26648383,"T. Rowe Price Blue Chip Growth Fund, Inc.",2019-11-27,130100,26648383,MCO
129006,40827819,TIAA-CREF FUNDS,2022-06-28,129006,40827819,MCO
128506,43359209,"T. Rowe Price Index Trust, Inc.",2022-05-27,128506,43359209,MCO
126000,42513660,FIDELITY HASTINGS STREET TRUST,2022-05-25,126000,42513660,MCO
121064,40848204,MORGAN STANLEY INSTITUTIONAL FUND INC,2022-05-26,121064,40848204,MCO
118408,39952043,VANGUARD VALLEY FORGE FUNDS,2022-05-31,118408,39952043,MCO
116753,36949989,American Funds Global Insight Fund,2022-06-24,116753,36949989,MCO
115438,37174499,VANGUARD WORLD FUND,2022-04-29,115438,37174499,MCO
113811,36018905,DFA INVESTMENT DIMENSIONS GROUP INC,2022-06-28,113811,36018905,MCO
112617,37998102,"AB CAP FUND, INC.",2022-05-27,112617,37998102,MCO
112571,35626470,DFA INVESTMENT DIMENSIONS GROUP INC,2022-06-28,112571,35626470,MCO
108928,36753396,BAILLIE GIFFORD FUNDS,2022-05-25,108928,36753396,MCO
105880,35724971,VANGUARD INSTITUTIONAL INDEX FUNDS,2022-05-31,105880,35724971,MCO
103999,35090303,MFS SERIES TRUST V,2022-05-25,103999,35090303,MCO
102500,33008075,FIDELITY SELECT PORTFOLIOS,2022-04-27,102500,33008075,MCO
102000,32280960,FIDELITY INVESTMENT TRUST,2022-06-24,102000,32280960,MCO
97232,30771983,iSHARES TRUST,2022-06-27,97232,30771983,MCO
95000,32053950,SCHWARTZ INVESTMENT TRUST,2022-05-24,95000,32053950,MCO
94977,32046190,JNL SERIES TRUST,2022-05-25,94977,32046190,MCO
92997,31378118,MASTER INVESTMENT PORTFOLIO,2022-05-26,92997,31378118,MCO
92063,27490932,VIRTUS EQUITY TRUST,2021-05-27,92063,27490932,MCO
90922,28774995,iSHARES TRUST,2022-06-27,90922,28774995,MCO
87761,27774601,iSHARES TRUST,2022-06-27,87761,27774601,MCO
86164,29072595,COLLEGE RETIREMENT EQUITIES FUND,2022-05-26,86164,29072595,MCO
85090,28710217,COLLEGE RETIREMENT EQUITIES FUND,2022-05-26,85090,28710217,MCO
85002,28680525,Brown Advisory Funds,2022-05-26,85002,28680525,MCO
82431,26087763,HARTFORD MUTUAL FUNDS INC/CT,2022-06-27,82431,26087763,MCO
81242,26162361,SCHWAB STRATEGIC TRUST,2022-04-25,81242,26162361,MCO
80000,26992800,"ADAMS DIVERSIFIED EQUITY FUND, INC.",2022-05-27,80000,26992800,MCO
78728,26563614,SPDR SERIES TRUST,2022-05-27,78728,26563614,MCO
78711,26557879,Six Circles Trust,2022-05-31,78711,26557879,MCO
78017,25123815,VANGUARD SCOTTSDALE FUNDS,2022-04-29,78017,25123815,MCO
77524,24534796,VANGUARD INTERNATIONAL EQUITY INDEX FUNDS,2022-06-29,77524,24534796,MCO
77427,26124644,VANGUARD TAX-MANAGED FUNDS,2022-05-31,77427,26124644,MCO
77084,24395544,TIAA-CREF FUNDS,2022-06-28,77084,24395544,MCO
77017,24801785,VANGUARD WORLD FUND,2022-04-29,77017,24801785,MCO
75000,25305750,SCHWARTZ INVESTMENT TRUST,2022-05-24,75000,25305750,MCO
74847,24102979,YCG Funds,2022-04-22,74847,24102979,MCO
71614,22664399,Direxion Shares ETF Trust,2022-06-29,71614,22664399,MCO
71100,22501728,"AMERICAN CENTURY MUTUAL FUNDS, INC.",2022-06-24,71100,22501728,MCO
70232,22227023,FIDELITY SALEM STREET TRUST,2022-06-24,70232,22227023,MCO
65473,22091245,"BBR ALO Fund, LLC",2022-05-25,65473,22091245,MCO
65344,21042728,MFS SERIES TRUST I,2022-04-26,65344,21042728,MCO
64840,20520563,SCHWAB CAPITAL TRUST,2022-06-24,64840,20520563,MCO
64135,25049848,FIDELITY CONTRAFUND,2022-02-24,64135,25049848,MCO
62140,20966657,MAINSTAY VP FUNDS TRUST,2022-05-27,62140,20966657,MCO
61306,20685257,SPDR SERIES TRUST,2022-05-27,61306,20685257,MCO
61002,20582685,FORUM FUNDS,2022-04-28,61002,20582685,MCO
59988,14631073,AIM EQUITY FUNDS (INVESCO EQUITY FUNDS),2020-06-30,59988,14631073,MCO
59511,20079607,FIDELITY TREND FUND,2022-05-25,59511,20079607,MCO
58806,18610923,FIDELITY COVINGTON TRUST,2022-06-23,58806,18610923,MCO
