date,fullName,issuerCik,netTransacted,reportedTitle,symbol,totalBought,totalSold
,ASHLEY RICHARD W,,813529,Executive Vice President,ABT,1026544,-213015
,Stratton John G,,21912,,ABT,21912,
,GONZALEZ RICHARD A,,468852,Executive Vice President,ABT,763384,-294532
,NEMMERS JOSEPH M,,186215,Executive Vice President,ABT,222054,-35839
,ASHLEY RICHARD W,,813529,Executive Vice President,ABT,1026544,-213015
,NEMMERS JOSEPH M,,186215,Executive Vice President,ABT,222054,-35839
,Hance Robert B,,1083816,Senior Vice President,ABT,1807123,-723307
,Tyree James L,,458215,Executive Vice President,ABT,764795,-306580
,Hance Robert B,,1083816,Senior Vice President,ABT,1807123,-723307
,NEMMERS JOSEPH M,,186215,Executive Vice President,ABT,222054,-35839
,Forrest A. David,,320851,Senior Vice President,ABT,401253,-80402
2022-08-16,WILKE JEFFREY A,0001018724,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
2022-08-15,WILKE JEFFREY A,0001018724,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
2022-08-04,WILKE JEFFREY A,0001018724,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
2022-08-03,WILKE JEFFREY A,0001018724,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
2022-08-02,WILKE JEFFREY A,0001018724,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
2022-08-01,WILKE JEFFREY A,0001018724,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
2022-07-31,McGrath Judith A,0001018724,9920,,AMZN,11672,-1752
2022-07-30,WILKE JEFFREY A,0001018724,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
2022-07-29,McGrath Judith A,0001018724,9920,,AMZN,11672,-1752
2022-07-28,McGrath Judith A,0001018724,9920,,AMZN,11672,-1752
2022-07-27,WILKE JEFFREY A,0001018724,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
2022-07-26,WILKE JEFFREY A,0001018724,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
2022-07-25,McGrath Judith A,0001018724,9920,,AMZN,11672,-1752
2022-07-24,McGrath Judith A,0001018724,9920,,AMZN,11672,-1752
2022-07-23,GORELICK JAMIE S,0001018724,13514,,AMZN,21772,-8258
2022-07-22,GORELICK JAMIE S,0001018724,13514,,AMZN,21772,-8258
2022-07-21,WILKE JEFFREY A,0001018724,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
2022-07-20,WILKE JEFFREY A,0001018724,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
2022-07-19,WILKE JEFFREY A,0001018724,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
2022-07-18,WILKE JEFFREY A,0001018724,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
2022-07-17,WILKE JEFFREY A,0001018724,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
2022-07-16,WILKE JEFFREY A,0001018724,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
2022-07-15,McGrath Judith A,0001018724,9920,,AMZN,11672,-1752
2022-08-14,WILKE JEFFREY A,0001018724,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
2022-08-13,SZKUTAK THOMAS J,0001018724,599375,Senior Vice President and CFO,AMZN,1058317,-458942
2022-08-12,McGrath Judith A,0001018724,9920,,AMZN,11672,-1752
2022-08-11,WILKE JEFFREY A,0001018724,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
2022-08-10,WILKE JEFFREY A,0001018724,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
2022-08-09,WILKE JEFFREY A,0001018724,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
2022-08-06,McGrath Judith A,0001018724,9920,,AMZN,11672,-1752
2022-08-05,McGrath Judith A,0001018724,9920,,AMZN,11672,-1752
2022-07-14,McGrath Judith A,0001018724,9920,,AMZN,11672,-1752
2022-07-13,WILKE JEFFREY A,0001018724,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
2022-07-12,McGrath Judith A,0001018724,9920,,AMZN,11672,-1752
2022-07-11,McGrath Judith A,0001018724,9920,,AMZN,11672,-1752
2022-07-10,WILKE JEFFREY A,0001018724,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
2022-07-09,WILKE JEFFREY A,0001018724,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
2022-07-08,WILKE JEFFREY A,0001018724,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
,McGrath Judith A,,9920,,AMZN,11672,-1752
,WILKE JEFFREY A,,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
,WILKE JEFFREY A,,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
,WILKE JEFFREY A,,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
,WILKE JEFFREY A,,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
,WILKE JEFFREY A,,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
,WILKE JEFFREY A,,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
,WILKE JEFFREY A,,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
,WILKE JEFFREY A,,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
,WILKE JEFFREY A,,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
,McGrath Judith A,,9920,,AMZN,11672,-1752
,WILKE JEFFREY A,,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
,McGrath Judith A,,9920,,AMZN,11672,-1752
,WILKE JEFFREY A,,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
,WILKE JEFFREY A,,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
,WILKE JEFFREY A,,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
,WILKE JEFFREY A,,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
,WILKE JEFFREY A,,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
,McGrath Judith A,,9920,,AMZN,11672,-1752
,McGrath Judith A,,9920,,AMZN,11672,-1752
,McGrath Judith A,,9920,,AMZN,11672,-1752
,McGrath Judith A,,9920,,AMZN,11672,-1752
,McGrath Judith A,,9920,,AMZN,11672,-1752
,WILKE JEFFREY A,,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
,WILKE JEFFREY A,,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
,WILKE JEFFREY A,,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
,McGrath Judith A,,9920,,AMZN,11672,-1752
,WILKE JEFFREY A,,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
,McGrath Judith A,,9920,,AMZN,11672,-1752
,WILKE JEFFREY A,,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
,WILKE JEFFREY A,,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
,McGrath Judith A,,9920,,AMZN,11672,-1752
,McGrath Judith A,,9920,,AMZN,11672,-1752
,WILKE JEFFREY A,,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
,McGrath Judith A,,9920,,AMZN,11672,-1752
,McGrath Judith A,,9920,,AMZN,11672,-1752
,McGrath Judith A,,9920,,AMZN,11672,-1752
,WILKE JEFFREY A,,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
,RYDER THOMAS O,,11241,,AMZN,62609,-51368
,McGrath Judith A,,9920,,AMZN,11672,-1752
,WILKE JEFFREY A,,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
,WILKE JEFFREY A,,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
,WILKE JEFFREY A,,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
,Olsavsky Brian T,,106010,Senior Vice President and CFO,AMZN,160958,-54948
,WILKE JEFFREY A,,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
,BREWER ROSALIND G,,1710,,AMZN,1710,
,McGrath Judith A,,9920,,AMZN,11672,-1752
,WILKE JEFFREY A,,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
,WILKE JEFFREY A,,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
,ALBERG TOM A,,-114399,,AMZN,58343,-172742
,McGrath Judith A,,9920,,AMZN,11672,-1752
,McGrath Judith A,,9920,,AMZN,11672,-1752
,McGrath Judith A,,9920,,AMZN,11672,-1752
,WILKE JEFFREY A,,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
,WILKE JEFFREY A,,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
,WILKE JEFFREY A,,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
,WILKE JEFFREY A,,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
,WILKE JEFFREY A,,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
,McGrath Judith A,,9920,,AMZN,11672,-1752
,McGrath Judith A,,9920,,AMZN,11672,-1752
,McGrath Judith A,,9920,,AMZN,11672,-1752
,McGrath Judith A,,9920,,AMZN,11672,-1752
,McGrath Judith A,,9920,,AMZN,11672,-1752
,WILKE JEFFREY A,,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
,Clark David H,,19142,CEO Worldwide Consumer,AMZN,22460,-3318
,McGrath Judith A,,9728,,AMZN,11480,-1752
,McGrath Judith A,,9920,,AMZN,11672,-1752
,WILKE JEFFREY A,,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
,McGrath Judith A,,9920,,AMZN,11672,-1752
,WILKE JEFFREY A,,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
,Zapolsky David,,96510,Senior Vice President,AMZN,159022,-62512
,Olsavsky Brian T,,98499,Senior Vice President and CFO,AMZN,151776,-53277
,POTTER MYRTLE S,,19000,,AMZN,25000,-6000
,WILKE JEFFREY A,,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
,McGrath Judith A,,9920,,AMZN,11672,-1752
,WILKE JEFFREY A,,-66146,CEO Worldwide Consumer,AMZN,314332,-380478
,McGrath Judith A,,9920,,AMZN,11672,-1752
2022-07-13,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2022-07-12,Pichai Sundar,0001652044,159428,Chief Executive Officer,GOOGL,381543,-222115
2022-07-11,Pichai Sundar,0001652044,159428,Chief Executive Officer,GOOGL,381543,-222115
2022-07-10,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2022-07-09,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2022-07-08,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
,Pichai Sundar,,159428,Chief Executive Officer,GOOGL,381543,-222115
,Pichai Sundar,,159428,Chief Executive Officer,GOOGL,381543,-222115
,ARNOLD FRANCES,,1776,,GOOGL,1826,-50
,Pichai Sundar,,159428,Chief Executive Officer,GOOGL,381543,-222115
,ARNOLD FRANCES,,1776,,GOOGL,1826,-50
,Pichai Sundar,,159428,Chief Executive Officer,GOOGL,381543,-222115
,ARNOLD FRANCES,,1776,,GOOGL,1826,-50
,ARNOLD FRANCES,,1776,,GOOGL,1826,-50
,Pichai Sundar,,159428,Chief Executive Officer,GOOGL,381543,-222115
,ARNOLD FRANCES,,1776,,GOOGL,1826,-50
,ARNOLD FRANCES,,1776,,GOOGL,1826,-50
,Pichai Sundar,,159428,Chief Executive Officer,GOOGL,381543,-222115
,ARNOLD FRANCES,,1776,,GOOGL,1826,-50
,Pichai Sundar,,159428,Chief Executive Officer,GOOGL,381543,-222115
,ARNOLD FRANCES,,1776,,GOOGL,1826,-50
,Pichai Sundar,,159428,Chief Executive Officer,GOOGL,381543,-222115
,Pichai Sundar,,159428,Chief Executive Officer,GOOGL,381543,-222115
,ARNOLD FRANCES,,1776,,GOOGL,1826,-50
,ARNOLD FRANCES,,1776,,GOOGL,1826,-50
,ARNOLD FRANCES,,1776,,GOOGL,1826,-50
,Pichai Sundar,,159428,Chief Executive Officer,GOOGL,381543,-222115
,ARNOLD FRANCES,,1776,,GOOGL,1826,-50
,Pichai Sundar,,159428,Chief Executive Officer,GOOGL,381543,-222115
,ARNOLD FRANCES,,1776,,GOOGL,1826,-50
,Pichai Sundar,,159428,Chief Executive Officer,GOOGL,381543,-222115
,ARNOLD FRANCES,,1776,,GOOGL,1826,-50
,Pichai Sundar,,159428,Chief Executive Officer,GOOGL,381543,-222115
,ARNOLD FRANCES,,1776,,GOOGL,1826,-50
,ARNOLD FRANCES,,1776,,GOOGL,1826,-50
,ARNOLD FRANCES,,1776,,GOOGL,1826,-50
,Pichai Sundar,,159428,Chief Executive Officer,GOOGL,381543,-222115
,ARNOLD FRANCES,,1776,,GOOGL,1826,-50
,ARNOLD FRANCES,,1776,,GOOGL,1826,-50
,ARNOLD FRANCES,,1776,,GOOGL,1826,-50
,ARNOLD FRANCES,,1776,,GOOGL,1826,-50
,ARNOLD FRANCES,,1776,,GOOGL,1826,-50
,Pichai Sundar,,159428,Chief Executive Officer,GOOGL,381543,-222115
,ARNOLD FRANCES,,1776,,GOOGL,1826,-50
,Drummond David C,,424313,"SVP, Corporate Development",GOOGL,896491,-472178
,ARNOLD FRANCES,,1776,,GOOGL,1826,-50
,Pichai Sundar,,159428,Chief Executive Officer,GOOGL,381543,-222115
,Pichai Sundar,,159428,Chief Executive Officer,GOOGL,381543,-222115
,ARNOLD FRANCES,,1776,,GOOGL,1826,-50
,MATHER ANN,,-2364,,GOOGL,2143,-4507
,ARNOLD FRANCES,,1776,,GOOGL,1826,-50
,WALKER JOHN KENT,,3162,"President, Global Affairs, CLO",GOOGL,14768,-11606
,ARNOLD FRANCES,,1776,,GOOGL,1826,-50
,ARNOLD FRANCES,,1776,,GOOGL,1826,-50
,Pichai Sundar,,159428,Chief Executive Officer,GOOGL,381543,-222115
,Drummond David C,,424313,"SVP, Corporate Development",GOOGL,896491,-472178
,ARNOLD FRANCES,,1776,,GOOGL,1826,-50
,ARNOLD FRANCES,,1776,,GOOGL,1826,-50
,Pichai Sundar,,159428,Chief Executive Officer,GOOGL,381543,-222115
,ARNOLD FRANCES,,1776,,GOOGL,1826,-50
,Pichai Sundar,,159428,Chief Executive Officer,GOOGL,381543,-222115
,ARNOLD FRANCES,,125,,GOOGL,125,
,Pichai Sundar,,12714,Chief Executive Officer,GOOGL,19366,-6652
,Pichai Sundar,,12714,Chief Executive Officer,GOOGL,19366,-6652
,ARNOLD FRANCES,,1826,,GOOGL,1826,
,ARNOLD FRANCES,,1686,,GOOGL,1686,
,MULALLY ALAN R,,245,,GOOGL,245,
,ARNOLD FRANCES,,1826,,GOOGL,1826,
,Pichai Sundar,,155329,Chief Executive Officer,GOOGL,247027,-91698
,ARNOLD FRANCES,,1826,,GOOGL,1826,
,Pichai Sundar,,138260,Chief Executive Officer,GOOGL,254759,-116499
,ARNOLD FRANCES,,1826,,GOOGL,1826,
,Pichai Sundar,,73241,"CEO, Google LLC",GOOGL,518689,-445448
,Porat Ruth,,71108,"SVP, Chief Financial Officer",GOOGL,92304,-21196
,ARNOLD FRANCES,,1686,,GOOGL,1686,
,Pichai Sundar,,94191,Chief Executive Officer,GOOGL,262491,-168300
,ARNOLD FRANCES,,1776,,GOOGL,1826,-50
,Pichai Sundar,,144260,Chief Executive Officer,GOOGL,254759,-110499
,ARNOLD FRANCES,,1686,,GOOGL,1686,
,ARNOLD FRANCES,,1686,,GOOGL,1686,
,ARNOLD FRANCES,,1686,,GOOGL,1686,
,DOERR L JOHN,,-217932,,GOOGL,2143,-220075
,ARNOLD FRANCES,,1826,,GOOGL,1826,
,ARNOLD FRANCES,,968,,GOOGL,968,
,ARNOLD FRANCES,,1826,,GOOGL,1826,
,Pichai Sundar,,132260,Chief Executive Officer,GOOGL,254759,-122499
,ARNOLD FRANCES,,1776,,GOOGL,1826,-50
,DOERR L JOHN,,-218072,,GOOGL,2003,-220075
,Pichai Sundar,,177499,Chief Executive Officer,GOOGL,225617,-48118
,Pichai Sundar,,159428,Chief Executive Officer,GOOGL,381543,-222115
,Page Lawrence,,-166666,Chief Executive Officer,GOOGL,3255348,-3422014
,Pichai Sundar,,159428,Chief Executive Officer,GOOGL,381543,-222115
,ARNOLD FRANCES,,1826,,GOOGL,1826,
,ARNOLD FRANCES,,1686,,GOOGL,1686,
,ARNOLD FRANCES,,1686,,GOOGL,1686,
,Porat Ruth,,71108,"SVP, Chief Financial Officer",GOOGL,92304,-21196
,ARNOLD FRANCES,,1826,,GOOGL,1826,
,ARNOLD FRANCES,,1826,,GOOGL,1826,
,ARNOLD FRANCES,,1826,,GOOGL,1826,
,ARNOLD FRANCES,,1776,,GOOGL,1826,-50
,ARNOLD FRANCES,,1686,,GOOGL,1686,
,ARNOLD FRANCES,,1686,,GOOGL,1686,
,ARNOLD FRANCES,,1776,,GOOGL,1826,-50
,Pichai Sundar,,132260,Chief Executive Officer,GOOGL,254759,-122499
,Pichai Sundar,,155497,Chief Executive Officer,GOOGL,373811,-218314
,Pichai Sundar,,155497,Chief Executive Officer,GOOGL,373811,-218314
,WALKER JOHN KENT,,1229,"President, Global Affairs, CLO",GOOGL,11178,-9949
,ARNOLD FRANCES,,1826,,GOOGL,1826,
,Pichai Sundar,,94191,Chief Executive Officer,GOOGL,262491,-168300
,ARNOLD FRANCES,,1826,,GOOGL,1826,
,Pichai Sundar,,141260,Chief Executive Officer,GOOGL,254759,-113499
,Pichai Sundar,,166179,Chief Executive Officer,GOOGL,239149,-72970
,Pichai Sundar,,161329,Chief Executive Officer,GOOGL,247027,-85698
,ARNOLD FRANCES,,1686,,GOOGL,1686,
,ARNOLD FRANCES,,1686,,GOOGL,1686,
,Pichai Sundar,,177499,Chief Executive Officer,GOOGL,225617,-48118
,Pichai Sundar,,73241,"CEO, Google LLC",GOOGL,518689,-445448
,Pichai Sundar,,141260,Chief Executive Officer,GOOGL,254759,-113499
,Pichai Sundar,,155329,Chief Executive Officer,GOOGL,247027,-91698
,DOERR L JOHN,,-217932,,GOOGL,2143,-220075
,ARNOLD FRANCES,,1776,,GOOGL,1826,-50
,Pichai Sundar,,132260,Chief Executive Officer,GOOGL,254759,-122499
,Pichai Sundar,,126913,Chief Executive Officer,GOOGL,339227,-212314
,Brin Sergey,,-84000,President,GOOGL,3652756,-3736756
,Pichai Sundar,,132260,Chief Executive Officer,GOOGL,254759,-122499
,Pichai Sundar,,152329,Chief Executive Officer,GOOGL,247027,-94698
,ARNOLD FRANCES,,1686,,GOOGL,1686,
,ARNOLD FRANCES,,1686,,GOOGL,1686,
,Pichai Sundar,,135260,Chief Executive Officer,GOOGL,254759,-119499
,Tilghman Shirley M,,-99,,GOOGL,894,-993
,ARNOLD FRANCES,,1826,,GOOGL,1826,
,ARNOLD FRANCES,,1826,,GOOGL,1826,
,ARNOLD FRANCES,,1826,,GOOGL,1826,
,Pichai Sundar,,147260,Chief Executive Officer,GOOGL,254759,-107499
,ARNOLD FRANCES,,1826,,GOOGL,1826,
,Pichai Sundar,,135260,Chief Executive Officer,GOOGL,254759,-119499
,ARNOLD FRANCES,,1826,,GOOGL,1826,
,ARNOLD FRANCES,,1776,,GOOGL,1826,-50
,Greene Diane B.,,10918,Senior Vice President,GOOGL,20976,-10058
,ARNOLD FRANCES,,1826,,GOOGL,1826,
,MATHER ANN,,-2364,,GOOGL,2143,-4507
,Pichai Sundar,,126913,Chief Executive Officer,GOOGL,339227,-212314
,Pichai Sundar,,155497,Chief Executive Officer,GOOGL,373811,-218314
,Pichai Sundar,,155497,Chief Executive Officer,GOOGL,373811,-218314
,Pichai Sundar,,155497,Chief Executive Officer,GOOGL,373811,-218314
,ARNOLD FRANCES,,1776,,GOOGL,1826,-50
,ARNOLD FRANCES,,1686,,GOOGL,1686,
,ARNOLD FRANCES,,1686,,GOOGL,1686,
,ARNOLD FRANCES,,1686,,GOOGL,1686,
,ARNOLD FRANCES,,1686,,GOOGL,1686,
,Porat Ruth,,71108,"SVP, Chief Financial Officer",GOOGL,92304,-21196
,ARNOLD FRANCES,,1686,,GOOGL,1686,
,Pichai Sundar,,164329,Chief Executive Officer,GOOGL,247027,-82698
,ARNOLD FRANCES,,1686,,GOOGL,1686,
,ARNOLD FRANCES,,1686,,GOOGL,1686,
,ARNOLD FRANCES,,1686,,GOOGL,1686,
,Pichai Sundar,,166179,Chief Executive Officer,GOOGL,239149,-72970
,ARNOLD FRANCES,,1686,,GOOGL,1686,
,ARNOLD FRANCES,,1686,,GOOGL,1686,
,ARNOLD FRANCES,,1686,,GOOGL,1686,
,ARNOLD FRANCES,,1686,,GOOGL,1686,
,ARNOLD FRANCES,,1776,,GOOGL,1826,-50
,SCHMIDT ERIC E,,-17116,,GOOGL,634723,-651839
,ARNOLD FRANCES,,1776,,GOOGL,1826,-50
,ARNOLD FRANCES,,1776,,GOOGL,1826,-50
,Pichai Sundar,,159428,Chief Executive Officer,GOOGL,381543,-222115
,Pichai Sundar,,159428,Chief Executive Officer,GOOGL,381543,-222115
,O'Toole Amie Thuener,,7754,"VP, Chief Accounting Officer",GOOGL,13646,-5892
,ARNOLD FRANCES,,1776,,GOOGL,1826,-50
,Pichai Sundar,,159428,Chief Executive Officer,GOOGL,381543,-222115
,Pichai Sundar,,159428,Chief Executive Officer,GOOGL,381543,-222115
,Porat Ruth,,71108,"SVP, Chief Financial Officer",GOOGL,92304,-21196
,Pichai Sundar,,132260,Chief Executive Officer,GOOGL,254759,-122499
,KENNY THOMAS J,,111618,,AFL,141088,-29470
,Davis Rebecca Colwell,,-750,Exec. Vice President,AFL,,-750
,WHITE TERESA L,,99420,Executive Vice President,AFL,128521,-29101
,KAN AKITOSHI,,161897,Chairman Aflac Japan,AFL,315570,-153673
,HOWARD JUNE P,,38837,Sr. Vice President,AFL,65778,-26941
,KENNY THOMAS J,,76872,,AFL,106342,-29470
,MOSKOWITZ JOSEPH L,,26532,,AFL,28038,-1506
,MOSKOWITZ JOSEPH L,,13266,,AFL,14019,-753
,WHITE TERESA L,,22887,Exec VP & COO,AFL,52819,-29932
,JEFFERY WILLIAM JEREMY,,12234,Sr. Vice President,AFL,12234,
,KENNY THOMAS J,,121280,,AFL,191333,-70053
,KIRSCH ERIC M,,67502,Sr Vice President,AFL,67502,
,KENNY THOMAS J,,121280,,AFL,191333,-70053
,ZUNA MICHAEL WILLIAM,,21272,Executive Vice President,AFL,25981,-4709
,ISONAKA JUN,,7500,Sr Vice President Aflac Japan,AFL,7500,
,KENNY THOMAS J,,97579,,AFL,143931,-46352
,KENNY THOMAS J,,97579,,AFL,143931,-46352
,Davis Rebecca Colwell,,-750,Exec. Vice President,AFL,,-750
,KENNY THOMAS J,,121280,,AFL,191333,-70053
,Davis Rebecca Colwell,,-750,Exec. Vice President,AFL,,-750
,JOHNSON DOUGLAS WAYNE,,175338,,AFL,213004,-37666
,JOHNSON DOUGLAS WAYNE,,175338,,AFL,213004,-37666
,KENNY THOMAS J,,97579,,AFL,143931,-46352
,MOSKOWITZ JOSEPH L,,67013,,AFL,75096,-8083
,KENNY THOMAS J,,102579,,AFL,143931,-41352
,ARMACOST MICHAEL H,,35026,,AFL,45026,-10000
,KENNY THOMAS J,,121280,,AFL,191333,-70053
,Crawford Frederick John,,215492,"EVP, Chief Financial Officer",AFL,248305,-32813
,WHITE TERESA L,,99420,Executive Vice President,AFL,128521,-29101
,KIRSCH ERIC M,,67502,Sr Vice President,AFL,67502,
,KENNY THOMAS J,,102579,,AFL,143931,-41352
,KENNY THOMAS J,,97579,,AFL,143931,-46352
,KENNY THOMAS J,,97579,,AFL,143931,-46352
,KENNY THOMAS J,,23701,,AFL,23701,
,KENNY THOMAS J,,47402,,AFL,47402,
,Lloyd Karole,,11672,,AFL,11672,
,KENNY THOMAS J,,111618,,AFL,141088,-29470
,WHITE TERESA L,,22887,Exec VP & COO,AFL,52819,-29932
,WHITE TERESA L,,22887,Exec VP & COO,AFL,52819,-29932
,KENNY THOMAS J,,111618,,AFL,141088,-29470
,KENNY THOMAS J,,111618,,AFL,141088,-29470
,KENNY THOMAS J,,111618,,AFL,141088,-29470
,KENNY THOMAS J,,111618,,AFL,141088,-29470
,WHITE TERESA L,,22887,Exec VP & COO,AFL,52819,-29932
,KENNY THOMAS J,,102579,,AFL,143931,-41352
,JOHNSON DOUGLAS WAYNE,,175338,,AFL,213004,-37666
,KENNY THOMAS J,,97579,,AFL,143931,-46352
,JOHNSON DOUGLAS WAYNE,,175338,,AFL,213004,-37666
,Koide Masatoshi,,6282,"President, COO, Aflac Japan",AFL,12532,-6250
,MATSUMOTO TAKAAKI,,43285,First Sr VP - Aflac Japan,AFL,63435,-20150
,JOHNSON DOUGLAS WAYNE,,175338,,AFL,213004,-37666
,WHITE TERESA L,,22887,Exec VP & COO,AFL,52819,-29932
,WHITE TERESA L,,22887,Exec VP & COO,AFL,52819,-29932
,KENNY THOMAS J,,97579,,AFL,143931,-46352
,Davis Rebecca Colwell,,-750,Exec. Vice President,AFL,,-750
,ISONAKA JUN,,7500,Sr Vice President Aflac Japan,AFL,7500,
,Davis Rebecca Colwell,,-750,Exec. Vice President,AFL,,-750
,KENNY THOMAS J,,97579,,AFL,143931,-46352
,WHITE TERESA L,,22887,Exec VP & COO,AFL,52819,-29932
,KENNY THOMAS J,,121280,,AFL,191333,-70053
,Davis Rebecca Colwell,,-750,Exec. Vice President,AFL,,-750
,KENNY THOMAS J,,47402,,AFL,47402,
,KENNY THOMAS J,,111618,,AFL,141088,-29470
,JANKE KENNETH S SR,,47879,,AFL,88129,-40250
,YAMAUCHI HIROSHI,,44456,President; Aflac Japan,AFL,83556,-39100
,Koide Masatoshi,,-2934,"Pres., and Rep. Director",AFL,,-2934
,KENNY THOMAS J,,111618,,AFL,141088,-29470
,Davis Rebecca Colwell,,-750,Exec. Vice President,AFL,,-750
,JOHNSON DOUGLAS WAYNE,,175338,,AFL,213004,-37666
,JOHNSON DOUGLAS WAYNE,,175338,,AFL,213004,-37666
,KENNY THOMAS J,,97579,,AFL,143931,-46352
,KENNY THOMAS J,,97579,,AFL,143931,-46352
,KENNY THOMAS J,,97579,,AFL,143931,-46352
,STITH MELVIN T,,30517,,AFL,31604,-1087
,KENNY THOMAS J,,97579,,AFL,143931,-46352
,AMOS PAUL S II,,-569533,"President, Aflac",AFL,984538,-1554071
,JOHNSON DOUGLAS WAYNE,,175338,,AFL,213004,-37666
,Davis Rebecca Colwell,,-750,Exec. Vice President,AFL,,-750
,KENNY THOMAS J,,121280,,AFL,191333,-70053
,KENNY THOMAS J,,121280,,AFL,191333,-70053
,JOHNSON DOUGLAS WAYNE,,175338,,AFL,213004,-37666
,JOHNSON DOUGLAS WAYNE,,175338,,AFL,213004,-37666
,JOHNSON ROBERT B,,76901,,AFL,126344,-49443
,KENNY THOMAS J,,121280,,AFL,191333,-70053
,KENNY THOMAS J,,121280,,AFL,191333,-70053
,KENNY THOMAS J,,121280,,AFL,191333,-70053
,WHITE TERESA L,,22887,Exec VP & COO,AFL,52819,-29932
,KENNY THOMAS J,,121280,,AFL,191333,-70053
,Davis Rebecca Colwell,,-750,Exec. Vice President,AFL,,-750
,KENNY THOMAS J,,121280,,AFL,191333,-70053
,AMOS JOHN SHELBY II,,-468275,,AFL,156749,-625024
,WHITE TERESA L,,22887,Exec VP & COO,AFL,52819,-29932
,KENNY THOMAS J,,102579,,AFL,143931,-41352
,JOHNSON DOUGLAS WAYNE,,175338,,AFL,213004,-37666
,Davis Rebecca Colwell,,-750,Exec. Vice President,AFL,,-750
,WHITE TERESA L,,22887,Exec VP & COO,AFL,52819,-29932
,WHITE TERESA L,,22887,Exec VP & COO,AFL,52819,-29932
,ARIYOSHI KOJI,,22394,First Sr. VP - Aflac Japan,AFL,22394,
,KENNY THOMAS J,,97579,,AFL,143931,-46352
,KENNY THOMAS J,,97579,,AFL,143931,-46352
,DURANT MARTIN A,,7500,Sr. Vice President,AFL,17500,-10000
,KENNY THOMAS J,,97579,,AFL,143931,-46352
,KIRSCH ERIC M,,67502,Sr Vice President,AFL,67502,
