address1,city,state,zip,country,phone,website,industry,industryDisp,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio,Open,High,Low,Close,Volume,Dividends,Stock Splits,fax,address2,industrySymbol,Adj Close
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.67999267578125,162.22999572753906,158.52000427246094,161.47000122070312,794800.0,0.0,0.0,,,,
333 Lakeside Drive,Foster City,CA,94404,United States,650 574 3000,https://www.gilead.com,Drug Manufacturers—General,Drug Manufacturers—General,Healthcare,"Gilead Sciences, Inc., a biopharmaceutical company, discovers, develops, and commercializes medicines in the areas of unmet medical need in the United States, Europe, and internationally. The company provides Biktarvy, Genvoya, Descovy, Odefsey, Truvada, Complera/ Eviplera, Stribild, and Atripla products for the treatment of HIV/AIDS; Veklury, an injection for intravenous use, for the treatment of coronavirus disease 2019; and Epclusa, Harvoni, Vosevi, Vemlidy, and Viread for the treatment of viral hepatitis. It also offers Yescarta, Tecartus, Trodelvy, and Zydelig products for the treatment of oncology; Letairis, an oral formulation for the treatment of pulmonary arterial hypertension; and AmBisome, a liposomal formulation for the treatment of serious invasive fungal infections. Gilead Sciences, Inc. has collaboration agreements with Arcus Biosciences, Inc.; Merck & Co, Inc.; Pionyr Immunotherapeutics Inc.; Tizona Therapeutics, Inc.; Tango Therapeutics, Inc.; Jounce Therapeutics, Inc.; Galapagos NV; Janssen Sciences Ireland Unlimited Company; Japan Tobacco, Inc.; Dragonfly Therapeutics, Inc.; and Merck & Co, Inc. The company was incorporated in 1987 and is headquartered in Foster City, California.",17000.0,"[{'maxAge': 1, 'name': ""Mr. Daniel P.  O'Day"", 'age': 58, 'title': 'Chairman & CEO', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 7267338, 'exercisedValue': 0, 'unexercisedValue': 9635551}, {'maxAge': 1, 'name': 'Mr. Andrew D. Dickinson', 'age': 52, 'title': 'Exec. VP & CFO', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 2935112, 'exercisedValue': 0, 'unexercisedValue': 5436829}, {'maxAge': 1, 'name': 'Ms. Deborah H. Telman', 'age': 57, 'title': 'Exec. VP of Corp. Affairs, Gen. Counsel & Corp. Sec.', 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 2323080, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Johanna  Mercier', 'age': 52, 'title': 'Chief Commercial Officer', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 3322200, 'exercisedValue': 0, 'unexercisedValue': 3864125}, {'maxAge': 1, 'name': 'Dr. Merdad V. Parsey M.D., Ph.D.', 'age': 59, 'title': 'Chief Medical Officer', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 3074714, 'exercisedValue': 0, 'unexercisedValue': 3047349}, {'maxAge': 1, 'name': 'Ms. Sandra  Patterson', 'age': 55, 'title': 'Sr. VP, Corp. Controller & Principal Accounting Officer', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Jacquie  Ross C.F.A.', 'title': 'VP of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Jyoti K. Mehra', 'age': 46, 'title': 'Exec. VP of HR', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Dr. Michael  Quigley Ph.D.', 'title': 'Sr. VP of Research Biology', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Dr. Linda Slanec Higgins Ph.D.', 'age': 60, 'title': 'Sr. VP of Research, Innovation & Portfolio', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}]",3.0,4.0,3.0,1.0,1.0,1685577600.0,1672444800.0,86400.0,2.0,77.71,77.67,76.995,78.45,77.71,77.67,76.995,78.45,3.0,0.038599998,1686700800.0,0.6652,3.86,0.40669,17.558823,10.794159,4855907.0,4855907.0,5491964.0,7021120.0,7021120.0,0.0,0.0,800.0,800.0,96806838272.0,59.27,89.74,3.5797374,79.8476,79.08485,2.94,0.03783297,USD,115594780672.0,0.20645,1246067916.0,1247350016.0,15281827.0,19278956.0,1682640000.0,1685491200.0,0.0123000005,0.00096000003,0.85975,2.96,0.0137,0.0,16.825,4.6127787,1672444800.0,1703980800.0,1680220800.0,52.158,5583000064.0,4.42,7.19,4.98,2:1,1359331200.0,4.274,9.278,0.24017262,0.15015817,0.75,1686700800.0,NMS,EQUITY,GILD,GILD,"Gilead Sciences, Inc.","Gilead Sciences, Inc.",696090600.0,America/New_York,EDT,8659e669-8ec5-3b0f-9929-db5db506231f,finmb_29002,-14400000.0,77.61,115.0,77.0,91.38,89.0,2.5,buy,24.0,6518000128.0,5.225,12458999808.0,25238999040.0,1.014,1.278,27043000320.0,120.536,21.578,0.10245,0.27111,21624000000.0,8514250240.0,8976000000.0,51.844,-0.036,0.79166,0.46071,0.37869,USD,0.5641,,,,,,,,650 522 5853,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.66999816894531,78.44999694824219,77.0,77.61000061035156,5342300.0,0.0,0.0,,,,
3700 South Stonebridge Drive,McKinney,TX,75070,United States,972 569 4000,https://www.globelifeinsurance.com,Insurance—Life,Insurance—Life,Financial Services,"Globe Life Inc., through its subsidiaries, provides various life and supplemental health insurance products, and annuities to lower middle to middle income households in the United States. The company operates through four segments: Life Insurance, Supplemental Health Insurance, Annuities, and Investments. It offers whole, term, and other life insurance products; Medicare supplement and supplemental health insurance products, such as critical illness and accident plans; and single-premium and flexible-premium deferred annuities. The company was formerly known as Torchmark Corporation and changed its name to Globe Life Inc. in August 2019. Globe Life Inc. was incorporated in 1979 and is headquartered in McKinney, Texas.",3543.0,"[{'maxAge': 1, 'name': 'Mr. Frank Martin Svoboda', 'age': 60, 'title': 'Co-Chairman & Co-CEO', 'yearBorn': 1962, 'fiscalYear': 2022, 'totalPay': 1217036, 'exercisedValue': 0, 'unexercisedValue': 7938905}, {'maxAge': 1, 'name': 'Mr. James Matthew Darden', 'age': 51, 'title': 'Co-Chairman & Co-CEO', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 1211586, 'exercisedValue': 0, 'unexercisedValue': 3376141}, {'maxAge': 1, 'name': 'Mr. Michael Clay Majors', 'age': 59, 'title': 'Exec. VP of Policy Acquisition & Chief Strategy Officer', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 714090, 'exercisedValue': 604134, 'unexercisedValue': 1534095}, {'maxAge': 1, 'name': 'Mr. Steven Kelly Greer', 'age': 49, 'title': 'Chief Exec. Officer of American Income Life Division', 'yearBorn': 1973, 'fiscalYear': 2022, 'totalPay': 800675, 'exercisedValue': 2079086, 'unexercisedValue': 4878820}, {'maxAge': 1, 'name': 'Mr. Thomas Peter Kalmbach', 'age': 57, 'title': 'Exec. VP & CFO', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Robert E. Hensley', 'age': 54, 'title': 'Exec. VP & Chief Investment Officer', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. M. Shane Henrie', 'age': 48, 'title': 'Corp. Sr. VP & Chief Accounting Officer', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Christopher K. Tyler', 'age': 48, 'title': 'Exec. VP & Chief Information Officer', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Dolores L. Skarjune', 'age': 56, 'title': 'Exec. VP & Chief Admin. Officer', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Robert Brian Mitchell', 'age': 58, 'title': 'Exec. VP, Gen. Counsel & Chief Risk Officer', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}]",4.0,9.0,7.0,3.0,6.0,1685577600.0,1672444800.0,86400.0,2.0,106.74,106.43,105.6257,107.4,106.74,106.43,105.6257,107.4,0.9,0.0083,1680220800.0,0.1148,0.78,0.78838,14.476964,9.496888,394973.0,394973.0,536604.0,514640.0,514640.0,0.0,0.0,800.0,800.0,10209074176.0,93.8,123.85,1.9506799,107.3562,112.05675,0.848,0.007944538,USD,12216994816.0,0.13869001,87039952.0,95554800.0,1139.0,1151850.0,1682640000.0,1685491200.0,0.0,0.02178,0.85514,0.0,0.0,0.0,40.179,2.6591003,1672444800.0,1703980800.0,1680220800.0,-0.058,725830016.0,7.38,11.25,0.7,3:2,1404259200.0,2.334,12.151,0.12736094,0.15015817,0.225,1680220800.0,NYQ,EQUITY,GL,GL,Globe Life Inc.,Globe Life Inc.,339255000.0,America/New_York,EDT,ad709392-37c6-30d6-b8fe-79884d91449b,finmb_308916,-14400000.0,106.84,138.0,115.0,125.0,125.5,2.7,hold,8.0,246484992.0,2.58,1005433024.0,2142600960.0,0.494,0.658,5233597952.0,55.706,53.84,0.02249,0.13516,1350660000.0,458156640.0,1502391040.0,-0.038,0.014,0.25517,0.19211,0.18805,USD,,,,,,,,,972 569 3282,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.43000030517578,107.4000015258789,105.62999725341797,106.83999633789062,414600.0,0.0,0.0,,,,
3550 Lenox Road,Atlanta,GA,30326,United States,770 829 8000,https://www.globalpayments.com,Specialty Business Services,Specialty Business Services,Industrials,"Global Payments Inc. provides payment technology and software solutions for card, check, and digital-based payments in the Americas, Europe, and the Asia-Pacific. It operates through three segments: Merchant Solutions, Issuer Solutions, and Consumer Solutions. The Merchant Solutions segment offers authorization, settlement and funding, customer support, chargeback resolution, terminal rental, sales and deployment, payment security, and consolidated billing and reporting services. This segment also provides an array of enterprise software solutions that streamline business operations of its customers in various vertical markets; and value-added solutions and services, such as point-of-sale software, analytics and customer engagement, human capital management, and payroll. The Issuer Solutions segment offers solutions that enable financial institutions and retailers to manage their card portfolios through a platform; and commercial payments, and account payables and electronic payment alternatives solutions for businesses and governments. The Consumer Solutions segment provides general purpose reloadable prepaid debit and payroll cards, demand deposit accounts, and other financial service solutions to the underbanked and other consumers, and businesses under the Netspend and other brands. It markets its products and services through direct sales force, trade associations, agent and enterprise software providers, referral arrangements with value-added resellers, and independent sales organizations. The company was founded in 1967 and is headquartered in Atlanta, Georgia.",25000.0,"[{'maxAge': 1, 'name': 'Mr. Cameron M. Bready CPA', 'age': 50, 'title': 'Pres, CEO & Director', 'yearBorn': 1972, 'fiscalYear': 2022, 'totalPay': 2013263, 'exercisedValue': 0, 'unexercisedValue': 726613}, {'maxAge': 1, 'name': 'Mr. Joshua J. Whipple', 'title': 'Sr. EVP & CFO', 'fiscalYear': 2022, 'totalPay': 1488134, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Dr. Guido Francesco Sacchi', 'age': 58, 'title': 'Sr. EVP & Chief Information Officer', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 1533590, 'exercisedValue': 0, 'unexercisedValue': 553038}, {'maxAge': 1, 'name': 'Mr. David Lawrence Green Esq.', 'age': 55, 'title': 'Sr. EVP, Gen. Counsel & Corp. Sec.', 'yearBorn': 1967, 'fiscalYear': 2022, 'totalPay': 1474298, 'exercisedValue': 0, 'unexercisedValue': 841166}, {'maxAge': 1, 'name': 'Mr. David M. Sheffield', 'age': 60, 'title': 'Exec. VP & Chief Accounting Officer', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. David  Rumph', 'title': 'Exec. VP and Chief Strategy & Corp. Fin. Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Winnie  Smith', 'title': 'Sr. VP of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Phyllis  McNeill', 'title': 'VP of Corp. Communications', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Maureen  Schumacher', 'title': 'Exec. VP & Chief Marketing Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Andréa  Carter', 'age': 52, 'title': 'Sr. EVP & Chief HR Officer', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}]",6.0,8.0,9.0,2.0,7.0,1685577600.0,1672444800.0,86400.0,2.0,101.04,100.54,98.83,100.555,101.04,100.54,98.83,100.555,1.0,0.0099,1686700800.0,,0.41,1.00669,,8.445763,2731839.0,2731839.0,2309648.0,3321150.0,3321150.0,0.0,0.0,1000.0,1200.0,26106236928.0,92.27,136.88,2.8651311,103.3866,107.1904,1.0,0.00989707,USD,43513806848.0,-0.015829999,259472441.0,261952992.0,4426113.0,3059645.0,1682640000.0,1685491200.0,0.016900001,0.01121,0.89222,1.82,0.0171,0.0,84.361,1.1813517,1672444800.0,1703980800.0,1680220800.0,,-144280992.0,-0.51,11.8,0.67,2:1,1446508800.0,4.776,12.106,-0.1172719,0.15015817,0.25,1686700800.0,NYQ,EQUITY,GPN,GPN,Global Payments Inc.,Global Payments Inc.,979655400.0,America/New_York,EDT,ed492dd5-d92e-3838-a908-b71719292595,finmb_813574,-14400000.0,99.66,208.0,89.0,135.55,130.0,2.0,buy,31.0,2001671040.0,7.641,3594473984.0,18248181760.0,0.504,0.92,9111707648.0,79.746,33.692,0.02596,-0.00459,5228998000.0,1967678080.0,2213565952.0,,0.063,0.58986,0.39449,0.21439,USD,0.5855,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.54000091552734,100.55999755859375,98.83000183105469,99.66000366210938,2804500.0,0.0,0.0,,,,
200 West Street,New York,NY,10282,United States,212 902 1000,https://www.goldmansachs.com,Capital Markets,Capital Markets,Financial Services,"The Goldman Sachs Group, Inc., a financial institution, provides a range of financial services for corporations, financial institutions, governments, and individuals worldwide. It operates through Global Banking & Markets, Asset & Wealth Management, and Platform Solutions segments. The Global Banking & Markets segment provides financial advisory services, including strategic advisory assignments related to mergers and acquisitions, divestitures, corporate defense activities, restructurings, and spin-offs; and relationship lending, and acquisition financing, as well as secured lending, through structured credit and asset-backed lending and involved in resale agreements. This segment also offers client execution activities for cash and derivative instruments; credit and interest rate products; and provision of mortgages, currencies, commodities, and equities related products, as well as underwriting services. The Asset & Wealth Management segment manages assets across various classes, including equity, fixed income, hedge funds, credit funds, private equity, real estate, currencies, and commodities; and provides customized investment advisory solutions, wealth advisory services, personalized financial planning, and private banking services, as well as invests in corporate equity, credit, real estate, and infrastructure assets. The Platform Solutions segment offers credit cards and point-of-sale financing for purchase of goods or services. This segment also provides cash management services, such as deposit-taking and payment solutions for corporate and institutional clients. The Goldman Sachs Group, Inc. was founded in 1869 and is headquartered in New York, New York.",45400.0,"[{'maxAge': 1, 'name': 'Mr. David  Solomon', 'age': 60, 'title': 'Chairman & CEO', 'yearBorn': 1962, 'fiscalYear': 2022, 'totalPay': 9205077, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. John E. Waldron', 'age': 52, 'title': 'Pres & COO', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 10853897, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Denis P. Coleman III', 'age': 47, 'title': 'Chief Financial Officer', 'yearBorn': 1975, 'fiscalYear': 2022, 'totalPay': 9068036, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Kathryn H. Ruemmler', 'age': 50, 'title': 'Chief Legal Officer, Sec. & Gen. Counsel', 'yearBorn': 1972, 'fiscalYear': 2022, 'totalPay': 5768577, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Philip R. Berlinski', 'age': 45, 'title': 'Global Treasurer', 'yearBorn': 1977, 'fiscalYear': 2022, 'totalPay': 9548229, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. J. D. Gardner', 'title': 'Director', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Sheara J. Fredman', 'age': 46, 'title': 'Controller & Chief Accounting Officer', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'F. X. De Mallmann', 'title': 'Chair of Investment Banking', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Atte  Lahtiranta', 'title': 'Partner & Chief Technology Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Marco  Argenti', 'title': 'Partner & Chief Information Officer', 'exercisedValue': 0, 'unexercisedValue': 0}]",5.0,5.0,5.0,6.0,6.0,1685577600.0,1672444800.0,86400.0,2.0,330.72,328.45,324.92,329.9999,330.72,328.45,324.92,329.9999,10.0,0.030199999,1685491200.0,0.3382,1.99,1.411971,11.576568,8.520839,2118294.0,2118294.0,2132272.0,2620810.0,2620810.0,0.0,0.0,1400.0,1000.0,108068872192.0,277.84,389.58,2.4191093,330.9066,340.31573,9.5,0.028725205,USD,-211336445952.0,0.23629,347602773.0,332448000.0,3645468.0,3603389.0,1682640000.0,1685491200.0,0.011,0.00545,0.73542,2.0,0.011,0.0,304.976,1.0658871,1672444800.0,1703980800.0,1680220800.0,-0.179,9966999552.0,28.08,38.15,9.32,,,-4.731,,0.13593316,0.15015817,2.5,1685491200.0,NYQ,EQUITY,GS,GS,"Goldman Sachs Group, Inc. (The)","The Goldman Sachs Group, Inc.",925824600.0,America/New_York,EDT,71a75a16-7c33-358b-bb56-1764255c880a,finmb_398625,-14400000.0,325.07,470.0,330.0,386.93,387.5,2.2,buy,24.0,960122978304.0,2744.974,,621784989696.0,1.54,1.637,44672999424.0,526.356,127.292,0.00675,0.09012,37530000000.0,,37646000128.0,-0.183,0.002,0.83608,0.0,0.29875,USD,2.0888,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.45001220703125,330.0,324.9200134277344,325.07000732421875,2157600.0,0.0,0.0,,,,
100 Grainger Parkway,Lake Forest,IL,60045-5201,United States,847 535 1000,https://www.grainger.com,Industrial Distribution,Industrial Distribution,Industrials,"W.W. Grainger, Inc. distributes maintenance, repair, and operating products and services in the United States, Japan, Canada, the United Kingdom, and internationally. The company operates through two segments, High-Touch Solutions N.A. and Endless Assortment. The company provides safety and security supplies, material handling and storage equipment, pumps and plumbing equipment, cleaning and maintenance supplies, and metalworking and hand tools. It also offers technical support and inventory management services. The company serves businesses, corporations, government entities, and other institutions through sales and service representatives, and electronic and ecommerce channels. W.W. Grainger, Inc. was founded in 1927 and is headquartered in Lake Forest, Illinois.",23000.0,"[{'maxAge': 1, 'name': 'Mr. Donald G. Macpherson', 'age': 54, 'title': 'Chairman & CEO', 'yearBorn': 1968, 'fiscalYear': 2022, 'totalPay': 4233368, 'exercisedValue': 8238141, 'unexercisedValue': 39897696}, {'maxAge': 1, 'name': 'Ms. Deidra Cheeks Merriwether', 'age': 53, 'title': 'CFO & Sr. VP', 'yearBorn': 1969, 'fiscalYear': 2022, 'totalPay': 1833969, 'exercisedValue': 0, 'unexercisedValue': 4585075}, {'maxAge': 1, 'name': 'Ms. Kathleen S. Carroll', 'age': 53, 'title': 'Sr. VP & Chief HR Officer', 'yearBorn': 1969, 'fiscalYear': 2022, 'totalPay': 1272800, 'exercisedValue': 0, 'unexercisedValue': 414033}, {'maxAge': 1, 'name': 'Mr. John L. Howard', 'age': 64, 'title': 'Sr. VP', 'yearBorn': 1958, 'fiscalYear': 2022, 'totalPay': 2005118, 'exercisedValue': 0, 'unexercisedValue': 10760598}, {'maxAge': 1, 'name': 'Ms. Paige K. Robbins', 'age': 53, 'title': 'Sr. VP & Pres of Grainger Bus. Unit', 'yearBorn': 1969, 'fiscalYear': 2022, 'totalPay': 1838739, 'exercisedValue': 592224, 'unexercisedValue': 5601868}, {'maxAge': 1, 'name': 'Ms. Laurie R. Thomson', 'age': 47, 'title': 'VP, Controller & Principal Accounting Officer', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jonny  LeRoy', 'title': 'VP & CTO', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Kyle  Bland', 'title': 'VP of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Nancy L. Berardinelli-Krantz', 'age': 44, 'title': 'Sr. VP & Chief Legal Officer', 'yearBorn': 1978, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Masaya  Suzuki', 'age': 47, 'title': 'Managing Director of Endless Assortment Bus.', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}]",1.0,5.0,5.0,4.0,2.0,1685577600.0,1672444800.0,86400.0,2.0,730.68,729.65,728.605,743.54,730.68,729.65,728.605,743.54,7.44,0.010199999,1683244800.0,0.21100001,1.56,1.189788,22.770788,19.235353,255200.0,255200.0,275874.0,285230.0,285230.0,0.0,0.0,1200.0,800.0,37228929024.0,441.46,748.76,2.375506,681.5136,615.2118,6.88,0.009415886,USD,39819902976.0,0.10649,44626524.0,50167000.0,1167320.0,1123600.0,1682640000.0,1685491200.0,0.0233,0.09765001,0.75146,4.59,0.0293,0.0,54.529,13.609272,1672444800.0,1703980800.0,1680220800.0,0.333,1668999936.0,32.59,38.58,0.73,2:1,897868800.0,2.541,15.398,0.66360295,0.15015817,1.86,1683244800.0,NYQ,EQUITY,GWW,GWW,"W.W. Grainger, Inc.","W.W. Grainger, Inc.",99153000.0,America/New_York,EDT,db5dd440-4680-35e0-9cae-742b0bdd82ce,finmb_276060,-14400000.0,742.1,825.0,600.0,731.0,715.0,2.6,hold,11.0,461000000.0,9.189,2585999872.0,2742000128.0,1.432,2.698,15672000512.0,90.049,309.265,0.19992,0.64118,5849000000.0,885500032.0,1444000000.0,0.359,0.122,0.38923,0.16500999,0.15123,USD,2.1966,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729.6500244140625,743.5399780273438,728.6099853515625,742.0999755859375,292200.0,0.0,0.0,,,,
