date,fullName,issuerCik,netTransacted,reportedTitle,symbol,totalBought,totalSold
2022-10-17,Wereb Stephen G,0000718877,959030,Principal Accounting Officer,ATVI,1706382,-747352
2022-10-16,ZERZA ARMIN,0000718877,230730,Chief Financial Officer,ATVI,267293,-36563
2022-10-15,ZERZA ARMIN,0000718877,230730,Chief Financial Officer,ATVI,267293,-36563
2022-10-14,Neumann Spencer Adam,0000718877,482249,Chief Financial Officer,ATVI,508117,-25868
2022-10-13,ZERZA ARMIN,0000718877,230730,Chief Financial Officer,ATVI,267293,-36563
2022-10-12,ZERZA ARMIN,0000718877,230730,Chief Financial Officer,ATVI,267293,-36563
2022-10-11,ZERZA ARMIN,0000718877,230730,Chief Financial Officer,ATVI,267293,-36563
2022-10-10,ZERZA ARMIN,0000718877,230730,Chief Financial Officer,ATVI,267293,-36563
2022-10-09,ZERZA ARMIN,0000718877,230730,Chief Financial Officer,ATVI,267293,-36563
2022-10-08,ZERZA ARMIN,0000718877,230730,Chief Financial Officer,ATVI,267293,-36563
2022-10-07,ZERZA ARMIN,0000718877,230730,Chief Financial Officer,ATVI,267293,-36563
2022-10-06,ZERZA ARMIN,0000718877,230730,Chief Financial Officer,ATVI,267293,-36563
2022-10-05,ZERZA ARMIN,0000718877,230730,Chief Financial Officer,ATVI,267293,-36563
2022-10-04,ASAC II LP,0000718877,-140936576,,ATVI,,-140936576
2022-10-03,Wereb Stephen G,0000718877,959030,Principal Accounting Officer,ATVI,1706382,-747352
2022-10-02,ZERZA ARMIN,0000718877,230730,Chief Financial Officer,ATVI,267293,-36563
2022-10-01,Wereb Stephen G,0000718877,959030,Principal Accounting Officer,ATVI,1706382,-747352
2022-09-30,ZERZA ARMIN,0000718877,230730,Chief Financial Officer,ATVI,267293,-36563
2022-09-29,ZERZA ARMIN,0000718877,230730,Chief Financial Officer,ATVI,267293,-36563
2022-09-28,Wereb Stephen G,0000718877,959030,Principal Accounting Officer,ATVI,1706382,-747352
2022-09-27,ZERZA ARMIN,0000718877,230730,Chief Financial Officer,ATVI,267293,-36563
2022-09-26,ZERZA ARMIN,0000718877,230730,Chief Financial Officer,ATVI,267293,-36563
2022-09-25,ZERZA ARMIN,0000718877,230730,Chief Financial Officer,ATVI,267293,-36563
2022-09-24,ZERZA ARMIN,0000718877,230730,Chief Financial Officer,ATVI,267293,-36563
2022-09-23,ZERZA ARMIN,0000718877,230730,Chief Financial Officer,ATVI,267293,-36563
2022-09-22,Wereb Stephen G,0000718877,959030,Principal Accounting Officer,ATVI,1706382,-747352
2022-09-21,ZERZA ARMIN,0000718877,230730,Chief Financial Officer,ATVI,267293,-36563
2022-09-20,ZERZA ARMIN,0000718877,230730,Chief Financial Officer,ATVI,267293,-36563
2022-09-19,ZERZA ARMIN,0000718877,230730,Chief Financial Officer,ATVI,267293,-36563
2022-09-18,Neumann Spencer Adam,0000718877,482249,Chief Financial Officer,ATVI,508117,-25868
2022-09-17,Neumann Spencer Adam,0000718877,482249,Chief Financial Officer,ATVI,508117,-25868
2022-09-16,Wereb Stephen G,0000718877,959030,Principal Accounting Officer,ATVI,1706382,-747352
2022-09-15,ZERZA ARMIN,0000718877,230730,Chief Financial Officer,ATVI,267293,-36563
2022-09-14,ZERZA ARMIN,0000718877,230730,Chief Financial Officer,ATVI,267293,-36563
2022-09-13,ZERZA ARMIN,0000718877,230730,Chief Financial Officer,ATVI,267293,-36563
2022-09-12,ZERZA ARMIN,0000718877,230730,Chief Financial Officer,ATVI,267293,-36563
2022-09-11,ZERZA ARMIN,0000718877,230730,Chief Financial Officer,ATVI,267293,-36563
2022-09-10,ASAC II LP,0000718877,-140936576,,ATVI,,-140936576
2022-09-09,ZERZA ARMIN,0000718877,230730,Chief Financial Officer,ATVI,267293,-36563
2022-09-08,Neumann Spencer Adam,0000718877,482249,Chief Financial Officer,ATVI,508117,-25868
2022-09-07,ZERZA ARMIN,0000718877,230730,Chief Financial Officer,ATVI,267293,-36563
2022-09-06,ZERZA ARMIN,0000718877,230730,Chief Financial Officer,ATVI,267293,-36563
2022-09-05,Neumann Spencer Adam,0000718877,482249,Chief Financial Officer,ATVI,508117,-25868
2022-09-04,Wereb Stephen G,0000718877,959030,Principal Accounting Officer,ATVI,1706382,-747352
2022-09-03,ZERZA ARMIN,0000718877,230730,Chief Financial Officer,ATVI,267293,-36563
2022-09-02,ZERZA ARMIN,0000718877,230730,Chief Financial Officer,ATVI,267293,-36563
2022-09-01,ZERZA ARMIN,0000718877,230730,Chief Financial Officer,ATVI,267293,-36563
2022-08-31,Neumann Spencer Adam,0000718877,482249,Chief Financial Officer,ATVI,508117,-25868
2022-08-30,ZERZA ARMIN,0000718877,230730,Chief Financial Officer,ATVI,267293,-36563
2022-08-29,ZERZA ARMIN,0000718877,230730,Chief Financial Officer,ATVI,267293,-36563
2022-08-28,ZERZA ARMIN,0000718877,230730,Chief Financial Officer,ATVI,267293,-36563
2022-08-27,ASAC II LP,0000718877,-140936576,,ATVI,,-140936576
2022-08-26,Neumann Spencer Adam,0000718877,482249,Chief Financial Officer,ATVI,508117,-25868
2022-08-25,ZERZA ARMIN,0000718877,230730,Chief Financial Officer,ATVI,267293,-36563
2022-08-24,Neumann Spencer Adam,0000718877,482249,Chief Financial Officer,ATVI,508117,-25868
2022-08-23,ZACCONI RICCARDO,0000718877,89950,"Chief Executive Officer, King",ATVI,320640,-230690
2022-08-22,Walther Christopher B,0000718877,1161682,Chief Legal Officer,ATVI,2259284,-1097602
2022-08-21,ZERZA ARMIN,0000718877,230730,Chief Financial Officer,ATVI,267293,-36563
2022-08-20,ZERZA ARMIN,0000718877,230730,Chief Financial Officer,ATVI,267293,-36563
2022-08-19,ZERZA ARMIN,0000718877,230730,Chief Financial Officer,ATVI,267293,-36563
2022-08-18,KOTICK ROBERT A,0000718877,958210,Chairman & CEO,ATVI,9621085,-8662875
2022-08-17,Wereb Stephen G,0000718877,959030,Principal Accounting Officer,ATVI,1706382,-747352
2022-08-16,ZERZA ARMIN,0000718877,230730,Chief Financial Officer,ATVI,267293,-36563
2022-08-15,ZERZA ARMIN,0000718877,230730,Chief Financial Officer,ATVI,267293,-36563
2022-08-14,ZERZA ARMIN,0000718877,230730,Chief Financial Officer,ATVI,267293,-36563
2022-08-13,ZERZA ARMIN,0000718877,230730,Chief Financial Officer,ATVI,267293,-36563
2022-08-12,Neumann Spencer Adam,0000718877,482249,Chief Financial Officer,ATVI,508117,-25868
2023-01-29,BARTZ CAROL,0000769397,2129996,Executive Chairman,ADSK,4120768,-1990772
2023-01-28,BASS CARL,0000769397,2301813,President & CEO,ADSK,2633256,-331443
2023-01-27,BARTZ CAROL,0000769397,2129996,Executive Chairman,ADSK,4120768,-1990772
2023-01-26,BASS CARL,0000769397,2301813,President & CEO,ADSK,2633256,-331443
2023-01-25,BASS CARL,0000769397,2301813,President & CEO,ADSK,2633256,-331443
2023-01-24,BARTZ CAROL,0000769397,2129996,Executive Chairman,ADSK,4120768,-1990772
2023-01-23,BASS CARL,0000769397,2301813,President & CEO,ADSK,2633256,-331443
2023-01-22,BARTZ CAROL,0000769397,2129996,Executive Chairman,ADSK,4120768,-1990772
2023-01-21,BASS CARL,0000769397,2301813,President & CEO,ADSK,2633256,-331443
2023-01-20,BARTZ CAROL,0000769397,2129996,Executive Chairman,ADSK,4120768,-1990772
2023-01-18,BASS CARL,0000769397,2092674,President and CEO,ADSK,4125348,-2032674
2023-01-17,BASS CARL,0000769397,2092674,President and CEO,ADSK,4125348,-2032674
2023-01-16,BASS CARL,0000769397,2092674,President and CEO,ADSK,4125348,-2032674
2023-01-15,BASS CARL,0000769397,2301813,President & CEO,ADSK,2633256,-331443
2023-01-14,BARTZ CAROL,0000769397,2129996,Executive Chairman,ADSK,4120768,-1990772
2023-01-13,BASS CARL,0000769397,2301813,President & CEO,ADSK,2633256,-331443
2023-01-12,BARTZ CAROL,0000769397,2129996,Executive Chairman,ADSK,4120768,-1990772
2023-01-19,Clifford Deborah,0000769397,8033,"EVP, Chief Financial Officer",ADSK,12183,-4150
2023-01-11,BASS CARL,0000769397,2301813,President & CEO,ADSK,2633256,-331443
2023-01-10,BASS CARL,0000769397,2301813,President & CEO,ADSK,2633256,-331443
2023-01-09,BASS CARL,0000769397,2301813,President & CEO,ADSK,2633256,-331443
2023-01-08,BASS CARL,0000769397,2301813,President & CEO,ADSK,2633256,-331443
2023-01-07,BASS CARL,0000769397,2301813,President & CEO,ADSK,2633256,-331443
2023-01-06,BASS CARL,0000769397,2301813,President & CEO,ADSK,2633256,-331443
2023-01-05,BASS CARL,0000769397,2301813,President & CEO,ADSK,2633256,-331443
2023-01-04,BASS CARL,0000769397,2301813,President & CEO,ADSK,2633256,-331443
2023-01-03,BASS CARL,0000769397,2301813,President & CEO,ADSK,2633256,-331443
2023-01-02,BASS CARL,0000769397,2301813,President & CEO,ADSK,2633256,-331443
2023-01-01,DAWSON J HALLAM,0000769397,351034,,ADSK,692862,-341828
2022-12-31,BARTZ CAROL,0000769397,2129996,Executive Chairman,ADSK,4120768,-1990772
2022-12-30,BARTZ CAROL,0000769397,2129996,Executive Chairman,ADSK,4120768,-1990772
2022-12-29,BASS CARL,0000769397,2301813,President & CEO,ADSK,2633256,-331443
2022-12-28,BASS CARL,0000769397,2301813,President & CEO,ADSK,2633256,-331443
2022-12-27,BARTZ CAROL,0000769397,2129996,Executive Chairman,ADSK,4120768,-1990772
2022-12-26,Sachem Head Master LP,0000769397,3201,,ADSK,3201,
2022-12-25,BASS CARL,0000769397,2301813,President & CEO,ADSK,2633256,-331443
2022-12-24,BASS CARL,0000769397,2301813,President & CEO,ADSK,2633256,-331443
2022-12-23,BASS CARL,0000769397,2092674,President and CEO,ADSK,4125348,-2032674
2022-12-22,BARTZ CAROL,0000769397,2129996,Executive Chairman,ADSK,4120768,-1990772
2022-12-21,BASS CARL,0000769397,2301813,President & CEO,ADSK,2633256,-331443
2022-12-20,BASS CARL,0000769397,2301813,President & CEO,ADSK,2633256,-331443
2022-12-19,BARTZ CAROL,0000769397,2129996,Executive Chairman,ADSK,4120768,-1990772
2022-12-18,BASS CARL,0000769397,2092674,President and CEO,ADSK,4125348,-2032674
2022-12-17,BASS CARL,0000769397,2092674,President and CEO,ADSK,4125348,-2032674
2022-12-16,BASS CARL,0000769397,2301813,President & CEO,ADSK,2633256,-331443
2022-12-15,BASS CARL,0000769397,2301813,President & CEO,ADSK,2633256,-331443
2022-12-14,BASS CARL,0000769397,2301813,President & CEO,ADSK,2633256,-331443
2022-12-13,BARTZ CAROL,0000769397,2129996,Executive Chairman,ADSK,4120768,-1990772
2022-12-12,BASS CARL,0000769397,2301813,President & CEO,ADSK,2633256,-331443
2022-12-11,BARTZ CAROL,0000769397,2129996,Executive Chairman,ADSK,4120768,-1990772
2022-12-10,BASS CARL,0000769397,2301813,President & CEO,ADSK,2633256,-331443
2022-12-09,BASS CARL,0000769397,2301813,President & CEO,ADSK,2633256,-331443
2022-12-08,Pearce Rebecca,0000769397,-1608,"EVP, Chief People Officer",ADSK,,-1608
2022-12-07,BARTZ CAROL,0000769397,2129996,Executive Chairman,ADSK,4120768,-1990772
2022-12-06,BASS CARL,0000769397,2301813,President & CEO,ADSK,2633256,-331443
2022-12-05,BASS CARL,0000769397,2301813,President & CEO,ADSK,2633256,-331443
2022-12-04,BASS CARL,0000769397,2301813,President & CEO,ADSK,2633256,-331443
2022-12-03,BASS CARL,0000769397,2301813,President & CEO,ADSK,2633256,-331443
2022-12-02,BASS CARL,0000769397,2301813,President & CEO,ADSK,2633256,-331443
2022-12-01,Sachem Head Master LP,0000769397,3201,,ADSK,3201,
2022-11-30,BASS CARL,0000769397,2301813,President & CEO,ADSK,2633256,-331443
2022-11-29,BARTZ CAROL,0000769397,2129996,Executive Chairman,ADSK,4120768,-1990772
2022-11-28,BASS CARL,0000769397,2301813,President & CEO,ADSK,2633256,-331443
2022-11-27,BARTZ CAROL,0000769397,2129996,Executive Chairman,ADSK,4120768,-1990772
2022-11-26,BARTZ CAROL,0000769397,2129996,Executive Chairman,ADSK,4120768,-1990772
2022-11-25,BASS CARL,0000769397,2301813,President & CEO,ADSK,2633256,-331443
2022-11-24,Sachem Head Master LP,0000769397,3201,,ADSK,3201,
2022-11-23,BARTZ CAROL,0000769397,2129996,Executive Chairman,ADSK,4120768,-1990772
2022-11-22,BASS CARL,0000769397,2301813,President & CEO,ADSK,2633256,-331443
2022-11-21,BARTZ CAROL,0000769397,2129996,Executive Chairman,ADSK,4120768,-1990772
2023-04-08,Pichai Sundar,0001652044,159428,Chief Executive Officer,GOOGL,381543,-222115
2023-04-07,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-04-06,Pichai Sundar,0001652044,159428,Chief Executive Officer,GOOGL,381543,-222115
2023-04-05,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-04-04,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-04-03,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-04-02,Pichai Sundar,0001652044,159428,Chief Executive Officer,GOOGL,381543,-222115
2023-04-01,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-03-31,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-03-30,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-03-29,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-03-28,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-03-27,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-03-26,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-03-25,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-03-24,Pichai Sundar,0001652044,159428,Chief Executive Officer,GOOGL,381543,-222115
2023-03-23,Pichai Sundar,0001652044,159428,Chief Executive Officer,GOOGL,381543,-222115
2023-03-22,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-03-21,Pichai Sundar,0001652044,159428,Chief Executive Officer,GOOGL,381543,-222115
2023-03-20,Pichai Sundar,0001652044,159428,Chief Executive Officer,GOOGL,381543,-222115
2023-03-19,Pichai Sundar,0001652044,159428,Chief Executive Officer,GOOGL,381543,-222115
2023-03-18,Pichai Sundar,0001652044,159428,Chief Executive Officer,GOOGL,381543,-222115
2023-03-17,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-03-16,Pichai Sundar,0001652044,159428,Chief Executive Officer,GOOGL,381543,-222115
2023-03-15,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-03-14,Brin Sergey,0001652044,-79488,,GOOGL,912645,-992133
2023-03-13,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-03-12,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-03-11,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-03-10,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-03-09,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-03-08,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-03-07,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-03-06,SCHMIDT ERIC E,0001652044,-209298,Executive Chairman of Board,GOOGL,334054,-543352
2023-03-05,Pichai Sundar,0001652044,159428,Chief Executive Officer,GOOGL,381543,-222115
2023-03-04,Pichai Sundar,0001652044,159428,Chief Executive Officer,GOOGL,381543,-222115
2023-03-03,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-03-02,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-03-01,Pichai Sundar,0001652044,159428,Chief Executive Officer,GOOGL,381543,-222115
2023-02-28,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-02-27,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-02-26,Pichai Sundar,0001652044,159428,Chief Executive Officer,GOOGL,381543,-222115
2023-02-25,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-02-24,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-02-23,Ferguson Roger W. Jr.,0001652044,217,,GOOGL,3061,-2844
2023-02-22,Pichai Sundar,0001652044,159428,Chief Executive Officer,GOOGL,381543,-222115
2023-02-21,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-02-20,Porat Ruth,0001652044,71108,"SVP, Chief Financial Officer",GOOGL,92304,-21196
2023-02-19,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-02-18,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-02-17,Pichai Sundar,0001652044,159428,Chief Executive Officer,GOOGL,381543,-222115
2023-02-16,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-02-15,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-02-14,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-02-13,Greene Diane B.,0001652044,10918,Senior Vice President,GOOGL,20976,-10058
2023-02-12,Pichai Sundar,0001652044,159428,Chief Executive Officer,GOOGL,381543,-222115
2023-02-11,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-02-10,Pichai Sundar,0001652044,159428,Chief Executive Officer,GOOGL,381543,-222115
2023-02-09,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-02-08,Pichai Sundar,0001652044,159428,Chief Executive Officer,GOOGL,381543,-222115
2023-02-07,Porat Ruth,0001652044,71108,"SVP, Chief Financial Officer",GOOGL,92304,-21196
2023-02-06,Pichai Sundar,0001652044,159428,Chief Executive Officer,GOOGL,381543,-222115
2023-02-05,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-02-04,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-02-03,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-02-02,Pichai Sundar,0001652044,159428,Chief Executive Officer,GOOGL,381543,-222115
2023-02-01,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-01-31,Brin Sergey,0001652044,-84000,President,GOOGL,3652756,-3736756
2023-01-30,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-01-29,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-01-28,Pichai Sundar,0001652044,159428,Chief Executive Officer,GOOGL,381543,-222115
2023-01-27,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-01-26,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-01-25,Pichai Sundar,0001652044,159428,Chief Executive Officer,GOOGL,381543,-222115
2023-01-24,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-01-23,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-01-22,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-01-21,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-01-20,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-01-19,Campbell James Grier,0001652044,16782,"VP, Alphabet Corp. Controller",GOOGL,26647,-9865
2023-01-14,Pichai Sundar,0001652044,159428,Chief Executive Officer,GOOGL,381543,-222115
2023-01-13,Pichai Sundar,0001652044,159428,Chief Executive Officer,GOOGL,381543,-222115
2023-01-12,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-01-11,Porat Ruth,0001652044,71108,"SVP, Chief Financial Officer",GOOGL,92304,-21196
2023-01-10,Pichai Sundar,0001652044,159428,Chief Executive Officer,GOOGL,381543,-222115
2023-01-09,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-01-18,Pichai Sundar,0001652044,159428,Chief Executive Officer,GOOGL,381543,-222115
2023-01-17,Pichai Sundar,0001652044,159428,Chief Executive Officer,GOOGL,381543,-222115
2023-01-16,Pichai Sundar,0001652044,159428,Chief Executive Officer,GOOGL,381543,-222115
2023-01-15,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-01-08,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-01-07,Pichai Sundar,0001652044,159428,Chief Executive Officer,GOOGL,381543,-222115
2023-01-06,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-01-05,Page Lawrence,0001652044,-166666,Chief Executive Officer,GOOGL,3255348,-3422014
2023-01-04,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-01-03,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-01-02,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2023-01-01,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2022-12-31,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2022-12-30,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2022-12-29,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2022-12-28,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2022-12-27,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2022-12-26,Pichai Sundar,0001652044,159428,Chief Executive Officer,GOOGL,381543,-222115
2022-12-25,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2022-12-24,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2022-12-23,Porat Ruth,0001652044,71108,"SVP, Chief Financial Officer",GOOGL,92304,-21196
2022-12-22,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2022-12-21,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2022-12-20,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2022-12-19,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2022-12-18,Pichai Sundar,0001652044,159428,Chief Executive Officer,GOOGL,381543,-222115
2022-12-17,Pichai Sundar,0001652044,159428,Chief Executive Officer,GOOGL,381543,-222115
2022-12-16,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2022-12-15,Pichai Sundar,0001652044,159428,Chief Executive Officer,GOOGL,381543,-222115
2022-12-14,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2022-12-13,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2022-12-12,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2022-12-11,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2022-12-10,Pichai Sundar,0001652044,159428,Chief Executive Officer,GOOGL,381543,-222115
2022-12-09,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2022-12-08,HENNESSY JOHN L,0001652044,-12299,,GOOGL,2983,-15282
2022-12-07,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2022-12-06,Pichai Sundar,0001652044,159428,Chief Executive Officer,GOOGL,381543,-222115
2022-12-04,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2022-12-03,Pichai Sundar,0001652044,159428,Chief Executive Officer,GOOGL,381543,-222115
2022-12-05,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2022-12-02,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2022-12-01,Pichai Sundar,0001652044,159428,Chief Executive Officer,GOOGL,381543,-222115
2022-11-30,Pichai Sundar,0001652044,159428,Chief Executive Officer,GOOGL,381543,-222115
2022-11-29,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2022-11-28,Pichai Sundar,0001652044,159428,Chief Executive Officer,GOOGL,381543,-222115
2022-11-27,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
2022-11-26,ARNOLD FRANCES,0001652044,1776,,GOOGL,1826,-50
,LEAVITT J CHRISTIAN,,37339,Chief Accounting Officer,REG,163866,-126527
,Simmons James H. III,,3817,,REG,3817,
,LEAVITT J CHRISTIAN,,37339,Chief Accounting Officer,REG,163866,-126527
,LEAVITT J CHRISTIAN,,37339,Chief Accounting Officer,REG,163866,-126527
2022-07-11,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
2022-07-10,GAZIT FIRST GENERATION LL,0000910606,-4058360,,REG,2000,-4060360
2022-07-09,MAS MICHAEL J,0000910606,16108,Managing Director,REG,19221,-3113
2022-07-08,LEAVITT J CHRISTIAN,0000910606,37339,Chief Accounting Officer,REG,163866,-126527
,"Ficus 2018, LLC",,,,REG,,
,"Ficus 2018, LLC",,,,REG,,
,LEAVITT J CHRISTIAN,,37339,Chief Accounting Officer,REG,163866,-126527
,LEAVITT J CHRISTIAN,,37339,Chief Accounting Officer,REG,163866,-126527
,GAZIT FIRST GENERATION LL,,-4058360,,REG,2000,-4060360
,LEAVITT J CHRISTIAN,,37339,Chief Accounting Officer,REG,163866,-126527
,LEAVITT J CHRISTIAN,,37339,Chief Accounting Officer,REG,163866,-126527
,LEAVITT J CHRISTIAN,,37339,Chief Accounting Officer,REG,163866,-126527
,LEAVITT J CHRISTIAN,,37339,Chief Accounting Officer,REG,163866,-126527
,LEAVITT J CHRISTIAN,,37339,Chief Accounting Officer,REG,163866,-126527
,LEAVITT J CHRISTIAN,,37339,Chief Accounting Officer,REG,163866,-126527
,"Ficus 2018, LLC",,,,REG,,
,MGN USA INC,,-3853758,,REG,2000,-3855758
,LEAVITT J CHRISTIAN,,37339,Chief Accounting Officer,REG,163866,-126527
,LEAVITT J CHRISTIAN,,37339,Chief Accounting Officer,REG,163866,-126527
,FIALA MARY LOU,,179,President and COO,REG,152988,-152809
,LEAVITT J CHRISTIAN,,37339,Chief Accounting Officer,REG,163866,-126527
,Delatour John S.,,168388,Managing Director,REG,269050,-100662
,LEAVITT J CHRISTIAN,,37339,Chief Accounting Officer,REG,163866,-126527
,"CHANDLER, III DAN M.",,-39103,Executive VP and CIO,REG,64750,-103853
,"Ficus 2018, LLC",,,,REG,,
,LEAVITT J CHRISTIAN,,37339,Chief Accounting Officer,REG,163866,-126527
,LEAVITT J CHRISTIAN,,37339,Chief Accounting Officer,REG,163866,-126527
,SMITH BRIAN M,,4696,Chief Investment Officer,REG,71299,-66603
,LEAVITT J CHRISTIAN,,37339,Chief Accounting Officer,REG,163866,-126527
,LEAVITT J CHRISTIAN,,37339,Chief Accounting Officer,REG,163866,-126527
,LEAVITT J CHRISTIAN,,37339,Chief Accounting Officer,REG,163866,-126527
,"Ficus 2018, LLC",,,,REG,,
,LEAVITT J CHRISTIAN,,37339,Chief Accounting Officer,REG,163866,-126527
,LEAVITT J CHRISTIAN,,37339,Chief Accounting Officer,REG,163866,-126527
,LEAVITT J CHRISTIAN,,37339,Chief Accounting Officer,REG,163866,-126527
,LEAVITT J CHRISTIAN,,37339,Chief Accounting Officer,REG,163866,-126527
,LEAVITT J CHRISTIAN,,37339,Chief Accounting Officer,REG,163866,-126527
,LEAVITT J CHRISTIAN,,37339,Chief Accounting Officer,REG,163866,-126527
,LEAVITT J CHRISTIAN,,37339,Chief Accounting Officer,REG,163866,-126527
,LEAVITT J CHRISTIAN,,37339,Chief Accounting Officer,REG,163866,-126527
,LEAVITT J CHRISTIAN,,27183,Chief Accounting Officer,REG,151312,-124129
,LEAVITT J CHRISTIAN,,27183,Chief Accounting Officer,REG,151312,-124129
,MAS MICHAEL J,,16108,Managing Director,REG,19221,-3113
,LEAVITT J CHRISTIAN,,27183,Chief Accounting Officer,REG,151312,-124129
,LEAVITT J CHRISTIAN,,26183,Chief Accounting Officer,REG,151312,-125129
,LEAVITT J CHRISTIAN,,26183,Chief Accounting Officer,REG,151312,-125129
